week_filed,initial_claims,continued_claims,covered_employment,unemployment_rate
2014-08-02,14149.0,152760.0,10837135.0,1.41
2014-08-09,14908.0,153997.0,10837135.0,1.42
2014-08-16,13858.0,147195.0,10837135.0,1.36
2014-08-23,14166.0,152401.0,10837135.0,1.41
2014-08-30,14089.0,142312.0,10837135.0,1.31
2014-09-06,13798.0,141662.0,10837135.0,1.31
2014-09-13,13473.0,134400.0,10837135.0,1.24
2014-09-20,13141.0,135787.0,10837135.0,1.25
2014-09-27,12506.0,130002.0,10837135.0,1.2
2014-10-04,14482.0,130981.0,10837135.0,1.21
2014-10-11,16097.0,122813.0,10913129.0,1.13
2014-10-18,14377.0,125241.0,10913129.0,1.15
2014-10-25,13819.0,125857.0,10913129.0,1.15
2014-11-01,14054.0,126003.0,10913129.0,1.15
2014-11-08,16440.0,125826.0,10913129.0,1.15
2014-11-15,15335.0,123156.0,10913129.0,1.13
2014-11-22,16016.0,131892.0,10913129.0,1.21
2014-11-29,9703.0,121246.0,10913129.0,1.11
2014-12-06,18810.0,143201.0,10913129.0,1.31
2014-12-13,14828.0,125895.0,10913129.0,1.15
2014-12-20,15057.0,139598.0,10913129.0,1.28
2014-12-27,8049.0,120152.0,10913129.0,1.1
2015-01-03,13471.0,144823.0,10913129.0,1.33
2015-01-10,25783.0,140712.0,10913129.0,1.29
2015-01-17,19674.0,146275.0,10995551.0,1.33
2015-01-24,17117.0,138914.0,10995551.0,1.26
2015-01-31,17981.0,146373.0,10995551.0,1.33
2015-02-07,20418.0,140062.0,10995551.0,1.27
2015-02-14,17999.0,144077.0,10995551.0,1.31
2015-02-21,17182.0,146142.0,10995551.0,1.33
2015-02-28,17136.0,150006.0,10995551.0,1.36
2015-03-07,19075.0,151623.0,10995551.0,1.38
2015-03-14,17302.0,152495.0,10995551.0,1.39
2015-03-21,19337.0,159807.0,10995551.0,1.45
2015-03-28,18361.0,157749.0,10995551.0,1.43
2015-04-04,18356.0,158860.0,10995551.0,1.44
2015-04-11,21023.0,153084.0,10995551.0,1.39
2015-04-18,18860.0,164025.0,11081594.0,1.48
2015-04-25,17372.0,166152.0,11081594.0,1.5
2015-05-02,17228.0,166681.0,11081594.0,1.5
2015-05-09,17348.0,163074.0,11081594.0,1.47
2015-05-16,17021.0,165610.0,11081594.0,1.49
2015-05-23,17595.0,169900.0,11081594.0,1.53
2015-05-30,15015.0,169756.0,11081594.0,1.53
2015-06-06,18504.0,174319.0,11081594.0,1.57
2015-06-13,16929.0,169953.0,11081594.0,1.53
2015-06-20,17436.0,179381.0,11081594.0,1.62
2015-06-27,18491.0,180742.0,11081594.0,1.63
2015-07-04,16086.0,180249.0,11081594.0,1.63
2015-07-11,19605.0,179996.0,11181963.0,1.61
2015-07-18,16431.0,181065.0,11181963.0,1.62
2015-07-25,16270.0,187330.0,11181963.0,1.68
2015-08-01,16281.0,182537.0,11181963.0,1.63
2015-08-08,16692.0,183428.0,11181963.0,1.64
2015-08-15,15621.0,176760.0,11181963.0,1.58
2015-08-22,15367.0,181437.0,11181963.0,1.62
2015-08-29,15925.0,173055.0,11181963.0,1.55
2015-09-05,17045.0,170253.0,11181963.0,1.52
2015-09-12,13476.0,160294.0,11181963.0,1.43
2015-09-19,15661.0,169115.0,11181963.0,1.51
2015-09-26,15160.0,161106.0,11181963.0,1.44
2015-10-03,16483.0,163862.0,11181963.0,1.47
2015-10-10,19110.0,151925.0,11275316.0,1.35
2015-10-17,16217.0,159631.0,11275316.0,1.42
2015-10-24,16449.0,159096.0,11275316.0,1.41
2015-10-31,16966.0,162024.0,11275316.0,1.44
2015-11-07,19421.0,160947.0,11275316.0,1.43
2015-11-14,16301.0,160704.0,11275316.0,1.43
2015-11-21,18146.0,169363.0,11275316.0,1.5
2015-11-28,10921.0,157411.0,11275316.0,1.4
2015-12-05,21703.0,182647.0,11275316.0,1.62
2015-12-12,17168.0,162238.0,11275316.0,1.44
2015-12-19,16016.0,177836.0,11275316.0,1.58
2015-12-26,10933.0,160420.0,11275316.0,1.42
2016-01-02,12859.0,180569.0,11275316.0,1.6
2016-01-09,26258.0,179040.0,11181963.0,1.6
2016-01-16,19126.0,181738.0,11181963.0,1.63
2016-01-23,16838.0,175742.0,11181963.0,1.57
2016-01-30,17635.0,179310.0,11181963.0,1.6
2016-02-06,19309.0,174000.0,11181963.0,1.56
2016-02-13,16967.0,174666.0,11181963.0,1.56
2016-02-20,15977.0,174913.0,11181963.0,1.56
2016-02-27,16936.0,179585.0,11181963.0,1.61
2016-03-05,17643.0,176560.0,11181963.0,1.58
2016-03-12,16955.0,175285.0,11181963.0,1.57
2016-03-19,16306.0,179249.0,11181963.0,1.6
2016-03-26,17361.0,182931.0,11181963.0,1.64
2016-04-02,16427.0,178756.0,11181963.0,1.6
2016-04-09,19103.0,172637.0,11416813.0,1.51
2016-04-16,16564.0,176156.0,11416813.0,1.54
2016-04-23,16288.0,181331.0,11416813.0,1.59
2016-04-30,16133.0,178982.0,11416813.0,1.57
2016-05-07,17074.0,180372.0,11416813.0,1.58
2016-05-14,17346.0,175739.0,11416813.0,1.54
2016-05-21,17421.0,182079.0,11416813.0,1.59
2016-05-28,17101.0,179596.0,11416813.0,1.57
2016-06-04,16543.0,183745.0,11416813.0,1.61
2016-06-11,17624.0,179754.0,11416813.0,1.57
2016-06-18,17571.0,189644.0,11416813.0,1.66
2016-06-25,17181.0,191054.0,11416813.0,1.67
2016-07-02,16540.0,190291.0,11416813.0,1.67
2016-07-09,16075.0,183095.0,11464998.0,1.6
2016-07-16,17483.0,192200.0,11464998.0,1.68
2016-07-23,15838.0,192281.0,11464998.0,1.68
2016-07-30,14990.0,189988.0,11464998.0,1.66
2016-08-06,16186.0,188295.0,11464998.0,1.64
2016-08-13,15596.0,182533.0,11464998.0,1.59
2016-08-20,15210.0,185052.0,11464998.0,1.61
2016-08-27,14268.0,180016.0,11464998.0,1.57
2016-09-03,15707.0,177039.0,11464998.0,1.54
2016-09-10,13072.0,164760.0,11464998.0,1.44
2016-09-17,14817.0,169348.0,11464998.0,1.48
2016-09-24,14694.0,165962.0,11464998.0,1.45
2016-10-01,14323.0,163680.0,11464998.0,1.43
2016-10-08,16881.0,157796.0,11489518.0,1.37
2016-10-15,14613.0,154824.0,11489518.0,1.35
2016-10-22,15308.0,157801.0,11489518.0,1.37
2016-10-29,15832.0,152512.0,11489518.0,1.33
2016-11-05,17998.0,156476.0,11489518.0,1.36
2016-11-12,15829.0,147819.0,11489518.0,1.29
2016-11-19,18565.0,159339.0,11489518.0,1.39
2016-11-26,10877.0,147856.0,11489518.0,1.29
2016-12-03,20194.0,175613.0,11489518.0,1.53
2016-12-10,15509.0,151207.0,11489518.0,1.32
2016-12-17,15595.0,168225.0,11489518.0,1.46
2016-12-24,13720.0,153582.0,11489518.0,1.34
2016-12-31,11715.0,168717.0,11489518.0,1.47
2017-01-07,21401.0,167019.0,11489518.0,1.45
2017-01-14,17583.0,170051.0,11526467.0,1.48
2017-01-21,15064.0,161675.0,11526467.0,1.4
2017-01-28,15118.0,165892.0,11526467.0,1.44
2017-02-04,15306.0,155865.0,11526467.0,1.35
2017-02-11,14652.0,154824.0,11526467.0,1.34
2017-02-18,13841.0,153292.0,11526467.0,1.33
2017-02-25,12293.0,152877.0,11526467.0,1.33
2017-03-04,13841.0,150379.0,11526467.0,1.3
2017-03-11,14103.0,145929.0,11526467.0,1.27
2017-03-18,13344.0,145769.0,11526467.0,1.26
2017-03-25,15950.0,149911.0,11526467.0,1.3
2017-04-01,13745.0,144323.0,11526467.0,1.25
2017-04-08,16625.0,142058.0,11512952.0,1.23
2017-04-15,13147.0,139357.0,11512952.0,1.21
2017-04-22,13835.0,144889.0,11512952.0,1.26
2017-04-29,13224.0,139968.0,11512952.0,1.22
2017-05-06,14590.0,141653.0,11512952.0,1.23
2017-05-13,14546.0,134071.0,11512952.0,1.16
2017-05-20,15198.0,141368.0,11512952.0,1.23
2017-05-27,15135.0,137165.0,11512952.0,1.19
2017-06-03,14020.0,142868.0,11512952.0,1.24
2017-06-10,15942.0,138526.0,11512952.0,1.2
2017-06-17,15593.0,149920.0,11512952.0,1.3
2017-06-24,15407.0,151376.0,11512952.0,1.31
2017-07-01,14052.0,151427.0,11512952.0,1.32
2017-07-08,13296.0,148194.0,11545879.0,1.28
2017-07-15,14448.0,153336.0,11545879.0,1.33
2017-07-22,13607.0,153020.0,11545879.0,1.33
2017-07-29,13166.0,152941.0,11545879.0,1.32
2017-08-05,14081.0,147742.0,11545879.0,1.28
2017-08-12,13218.0,146399.0,11545879.0,1.27
2017-08-19,13290.0,146555.0,11545879.0,1.27
2017-08-26,12105.0,143964.0,11545879.0,1.25
2017-09-02,63788.0,135605.0,11545879.0,1.17
2017-09-09,52024.0,128496.0,11545879.0,1.11
2017-09-16,28387.0,193355.0,11545879.0,1.67
2017-09-23,20104.0,156703.0,11545879.0,1.36
2017-09-30,17063.0,163562.0,11545879.0,1.42
2017-10-07,16656.0,133903.0,11545879.0,1.16
2017-10-14,14865.0,145286.0,11604324.0,1.25
2017-10-21,15164.0,128786.0,11604324.0,1.11
2017-10-28,14423.0,143632.0,11604324.0,1.24
2017-11-04,14937.0,124127.0,11604324.0,1.07
2017-11-11,14719.0,136990.0,11604324.0,1.18
2017-11-18,15826.0,125798.0,11604324.0,1.08
2017-11-25,10737.0,134210.0,11604324.0,1.16
2017-12-02,19599.0,140371.0,11604324.0,1.21
2017-12-09,14375.0,135717.0,11604324.0,1.17
2017-12-16,14244.0,136339.0,11604324.0,1.17
2017-12-23,14138.0,139198.0,11604324.0,1.2
2017-12-30,9919.0,133078.0,11604324.0,1.15
2018-01-06,14973.0,148901.0,11604324.0,1.28
2018-01-13,20540.0,144179.0,11706892.0,1.23
2018-01-20,12793.0,144349.0,11706892.0,1.23
2018-01-27,14275.0,140604.0,11706892.0,1.2
2018-02-03,14131.0,136766.0,11706892.0,1.17
2018-02-10,13738.0,129893.0,11706892.0,1.11
2018-02-17,13044.0,132190.0,11706892.0,1.13
2018-02-24,11697.0,129920.0,11706892.0,1.11
2018-03-03,12570.0,129999.0,11706892.0,1.11
2018-03-10,12848.0,123876.0,11706892.0,1.06
2018-03-17,11837.0,121792.0,11706892.0,1.04
2018-03-24,14723.0,129028.0,11706892.0,1.1
2018-03-31,11603.0,120161.0,11706892.0,1.03
2018-04-07,15108.0,122403.0,11706892.0,1.05
2018-04-14,12698.0,116302.0,11758426.0,0.99
2018-04-21,12221.0,123990.0,11758426.0,1.05
2018-04-28,12086.0,116000.0,11758426.0,0.99
2018-05-05,13780.0,119587.0,11758426.0,1.02
2018-05-12,13755.0,111246.0,11758426.0,0.95
2018-05-19,13953.0,119249.0,11758426.0,1.01
2018-05-26,12836.0,114482.0,11758426.0,0.97
2018-06-02,12227.0,119288.0,11758426.0,1.01
2018-06-09,14504.0,114916.0,11758426.0,0.98
2018-06-16,14167.0,124031.0,11758426.0,1.05
2018-06-23,13474.0,123164.0,11758426.0,1.05
2018-06-30,13599.0,127099.0,11758426.0,1.08
2018-07-07,13353.0,121374.0,11758426.0,1.03
2018-07-14,13703.0,128248.0,11814674.0,1.09
2018-07-21,12549.0,128927.0,11814674.0,1.09
2018-07-28,11737.0,128021.0,11814674.0,1.08
2018-08-04,12275.0,126064.0,11814674.0,1.07
2018-08-11,11658.0,121012.0,11814674.0,1.02
2018-08-18,11760.0,123315.0,11814674.0,1.04
2018-08-25,11956.0,118707.0,11814674.0,1.0
2018-09-01,11301.0,117867.0,11814674.0,1.0
2018-09-08,10838.0,108307.0,11814674.0,0.92
2018-09-15,11857.0,113501.0,11814674.0,0.96
2018-09-22,10994.0,107078.0,11814674.0,0.91
2018-09-29,10447.0,109704.0,11814674.0,0.93
2018-10-06,11980.0,102275.0,11814674.0,0.87
2018-10-13,11802.0,101178.0,11882030.0,0.85
2018-10-20,12422.0,100658.0,11882030.0,0.85
2018-10-27,12201.0,103365.0,11882030.0,0.87
2018-11-03,12808.0,100698.0,11882030.0,0.85
2018-11-10,14597.0,101478.0,11882030.0,0.85
2018-11-17,15133.0,102757.0,11882030.0,0.86
2018-11-24,9653.0,103598.0,11882030.0,0.87
2018-12-01,17035.0,119851.0,11882030.0,1.01
2018-12-08,14041.0,110762.0,11882030.0,0.93
2018-12-15,13461.0,114652.0,11882030.0,0.96
2018-12-22,13894.0,113231.0,11882030.0,0.95
2018-12-29,9090.0,112980.0,11882030.0,0.95
2019-01-05,12905.0,123402.0,11882030.0,1.04
2019-01-12,20493.0,129887.0,11941735.0,1.09
2019-01-19,17453.0,128985.0,11941735.0,1.08
2019-01-26,12479.0,123476.0,11941735.0,1.03
2019-02-02,14161.0,121027.0,11941735.0,1.01
2019-02-09,13526.0,115008.0,11941735.0,0.96
2019-02-16,12388.0,117176.0,11941735.0,0.98
2019-02-23,11766.0,117832.0,11941735.0,0.99
2019-03-02,12099.0,116340.0,11941735.0,0.97
2019-03-09,12760.0,112808.0,11941735.0,0.94
2019-03-16,11580.0,113456.0,11941735.0,0.95
2019-03-23,14382.0,117994.0,11941735.0,0.99
2019-03-30,12327.0,113639.0,11941735.0,0.95
2019-04-06,13093.0,111714.0,11941735.0,0.94
2019-03-16,11580.0,113456.0,11941735.0,0.95
2019-03-23,14382.0,117994.0,11941735.0,0.99
2019-03-30,12327.0,113639.0,11941735.0,0.95
2019-04-06,13093.0,111714.0,11941735.0,0.94
