,year,period,county,estabs,firms,avg_emp,avg_wage,total_wages,month_1,month_2,month_3
2015-07-01,2015.0,3.0,hardin,102.0,100.0,1256.0,1077.0,17576386.0,1232.0,1252.0,1283.0
2015-07-01,2015.0,3.0,orange,129.0,125.0,2611.0,1178.0,39993745.0,2477.0,2578.0,2777.0
2015-07-01,2015.0,3.0,jefferson,427.0,409.0,13546.0,1301.0,229140344.0,13754.0,13555.0,13329.0
2015-10-01,2015.0,4.0,orange,128.0,125.0,2536.0,1398.0,46084969.0,2733.0,2549.0,2325.0
2015-10-01,2015.0,4.0,hardin,103.0,98.0,1205.0,1302.0,20387668.0,1223.0,1180.0,1211.0
2015-10-01,2015.0,4.0,jefferson,428.0,408.0,13257.0,1423.0,245231262.0,13232.0,13005.0,13535.0
2015-10-01,2015.0,4.0,harris,7158.0,6788.0,169035.0,1518.0,3335323174.0,171444.0,168589.0,167072.0
2016-01-01,2016.0,1.0,hardin,102.0,98.0,1190.0,1076.0,16649982.0,1193.0,1198.0,1179.0
2016-01-01,2016.0,1.0,orange,131.0,127.0,2457.0,1074.0,34308383.0,2510.0,2452.0,2409.0
2016-01-01,2016.0,1.0,jefferson,427.0,407.0,13418.0,1328.0,231710583.0,13570.0,13524.0,13160.0
2016-01-01,2016.0,1.0,harris,7197.0,6860.0,166488.0,1332.0,2883723742.0,165578.0,167184.0,166702.0
2016-04-01,2016.0,2.0,hardin,102.0,98.0,1214.0,1106.0,17455004.0,1227.0,1198.0,1217.0
2016-04-01,2016.0,2.0,harris,7234.0,6879.0,166256.0,1294.0,2796868282.0,167730.0,166484.0,164555.0
2016-04-01,2016.0,2.0,orange,132.0,127.0,2421.0,1204.0,37880114.0,2364.0,2416.0,2483.0
2016-04-01,2016.0,2.0,jefferson,429.0,410.0,13774.0,1349.0,241555511.0,13827.0,13529.0,13966.0
2016-07-01,2016.0,3.0,hardin,101.0,98.0,1235.0,1038.0,16663949.0,1266.0,1231.0,1209.0
2016-07-01,2016.0,3.0,harris,7265.0,6912.0,164057.0,1349.0,2877262376.0,164510.0,163275.0,164386.0
2016-07-01,2016.0,3.0,orange,132.0,128.0,2590.0,1347.0,45353268.0,2483.0,2652.0,2635.0
2016-07-01,2016.0,3.0,jefferson,429.0,409.0,13536.0,1421.0,250050914.0,13378.0,13438.0,13791.0
2016-10-01,2016.0,4.0,hardin,103.0,100.0,1174.0,1411.0,21526030.0,1165.0,1162.0,1194.0
2016-10-01,2016.0,4.0,orange,128.0,124.0,2655.0,1307.0,45091500.0,2699.0,2645.0,2620.0
2016-10-01,2016.0,4.0,jefferson,428.0,409.0,13068.0,1431.0,243045944.0,13792.0,12918.0,12493.0
2016-10-01,2016.0,4.0,harris,7265.0,6916.0,162471.0,1465.0,3094906804.0,165114.0,162729.0,159571.0
2017-01-01,2017.0,1.0,orange,130.0,126.0,2563.0,1143.0,38088513.0,2670.0,2595.0,2423.0
2017-01-01,2017.0,1.0,hardin,102.0,98.0,1249.0,1053.0,17095214.0,1132.0,1293.0,1322.0
2017-01-01,2017.0,1.0,harris,7362.0,7012.0,159285.0,1423.0,2946903011.0,156394.0,159886.0,161576.0
2017-01-01,2017.0,1.0,jefferson,433.0,417.0,13620.0,1401.0,248026489.0,13149.0,13722.0,13988.0
2017-04-01,2017.0,2.0,orange,128.0,124.0,2398.0,1556.0,48503991.0,2404.0,2425.0,2365.0
2017-04-01,2017.0,2.0,hardin,103.0,99.0,1299.0,1060.0,17892951.0,1281.0,1260.0,1356.0
2017-04-01,2017.0,2.0,jefferson,443.0,428.0,14211.0,1402.0,258935194.0,13897.0,14365.0,14371.0
2017-04-01,2017.0,2.0,harris,7407.0,7060.0,162215.0,1320.0,2783382297.0,161443.0,162809.0,162393.0
2017-07-01,2017.0,3.0,hardin,106.0,102.0,1307.0,1048.0,17804398.0,1380.0,1263.0,1279.0
2017-07-01,2017.0,3.0,jefferson,445.0,428.0,14299.0,1371.0,254779356.0,14406.0,14188.0,14303.0
2017-07-01,2017.0,3.0,orange,123.0,120.0,2328.0,1229.0,37197026.0,2375.0,2206.0,2404.0
2017-07-01,2017.0,3.0,harris,7429.0,7079.0,159610.0,1280.0,2656817601.0,159417.0,159941.0,159471.0
2017-10-01,2017.0,4.0,hardin,108.0,104.0,1299.0,1256.0,21206614.0,1314.0,1259.0,1323.0
2017-10-01,2017.0,4.0,harris,7529.0,7159.0,162014.0,1472.0,3100674660.0,163518.0,162174.0,160349.0
2017-10-01,2017.0,4.0,orange,129.0,125.0,2423.0,1224.0,38562457.0,2415.0,2474.0,2380.0
2017-10-01,2017.0,4.0,jefferson,454.0,436.0,14882.0,1491.0,288427510.0,15034.0,14801.0,14811.0
2018-01-01,2018.0,1.0,hardin,109.0,105.0,1432.0,1165.0,21684434.0,1422.0,1474.0,1399.0
2018-01-01,2018.0,1.0,jefferson,454.0,432.0,15212.0,1402.0,277336932.0,14888.0,15626.0,15123.0
2018-01-01,2018.0,1.0,harris,7550.0,7190.0,160277.0,1450.0,3021508525.0,156283.0,160935.0,163614.0
2018-01-01,2018.0,1.0,orange,135.0,131.0,2473.0,1050.0,33758990.0,2376.0,2517.0,2527.0
2018-04-01,2018.0,2.0,orange,135.0,131.0,2433.0,1224.0,38722673.0,2383.0,2440.0,2475.0
2018-04-01,2018.0,2.0,hardin,111.0,107.0,1529.0,1102.0,21918585.0,1540.0,1535.0,1513.0
2018-04-01,2018.0,2.0,jefferson,452.0,431.0,15234.0,1389.0,275008592.0,15172.0,15250.0,15279.0
2018-04-01,2018.0,2.0,harris,7621.0,7249.0,164882.0,1351.0,2896080236.0,164469.0,165155.0,165023.0
2018-07-01,2018.0,3.0,jefferson,450.0,426.0,14755.0,1380.0,264656203.0,14570.0,14772.0,14923.0
2018-07-01,2018.0,3.0,harris,7631.0,7263.0,164475.0,1341.0,2867296935.0,163600.0,165027.0,164799.0
2018-07-01,2018.0,3.0,orange,140.0,136.0,2656.0,1171.0,40434132.0,2614.0,2648.0,2705.0
2018-07-01,2018.0,3.0,hardin,109.0,104.0,1584.0,1122.0,23112953.0,1604.0,1620.0,1528.0
