,,,,,,,,,,,,,,,,,,,,,,
Disaster,State,County,City,Zip Code,Valid Registrations,Average FEMA Inspected Damage,Total Inspected,Total Damage,No FEMA Inspected Damage,"FEMA Inspected Damage between $1 and $10,000","FEMA Inspected Damage between $10,001 and $20,000","FEMA Inspected Damage between $20,001 and $30,000","FEMA Inspected Damage > $30,000",Approved for FEMA Assistance,Total Approved IHP Amount,Repair/Replace Amount,Rental Amount,Other Needs Amount,"Approved between $1 and $10,000","Approved between $10,001 and $25,000","Approved between $25,001 and Max",Total Max Grants
1604,MS,Copiah (County),PATTISON,39144,7,$220,4,$878,2,2,0,0,0,1,$371,$371,$0,$0,1,0,0,0
1604,MS,Copiah (County),PEARL VALLEY RD,39191,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Copiah (County),TERRY,39170,3,$282,3,$847,1,2,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Copiah (County),UNION CHURCH,39668,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Copiah (County),UTICA,39175,21,$732,17,"$12,441",4,13,0,0,0,10,"$10,277","$3,785","$4,000","$2,492",10,0,0,0
1604,MS,Copiah (County),UTICA,39178,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Copiah (County),WESSOM,39191,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Copiah (County),WESSON,39191,"1,016","$1,043",763,"$796,008",186,571,4,0,2,482,"$718,184","$215,136","$301,515","$201,532",479,3,0,0
1604,MS,Copiah (County),WESSON,39601,2,$50,2,$100,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Covington (County),COLLINS,39119,1,$616,1,$616,0,1,0,0,0,1,$616,$616,$0,$0,1,0,0,0
1604,MS,Covington (County),COLLINS,39428,"2,476","$1,491",1894,"$2,824,115",375,"1,498",3,3,15,1349,"$2,554,097","$685,497","$1,173,997","$694,603","1,323",24,2,1
1604,MS,Covington (County),COLLINS,93428,1,$0,1,$0,1,0,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1604,MS,Covington (County),ELLISVILLE,39437,1,"$1,420",1,"$1,420",0,1,0,0,0,1,"$4,932",$553,"$3,512",$867,1,0,0,0
1604,MS,Covington (County),HATTIESBURG,39401,12,"$2,578",10,"$25,777",3,7,0,0,0,6,"$15,794","$7,883","$5,005","$2,906",6,0,0,0
1604,MS,Covington (County),HATTIESBURG,39402,11,$861,11,"$9,472",3,8,0,0,0,5,"$3,437",$0,$0,"$3,437",5,0,0,0
1604,MS,Covington (County),MAGEE,39111,1,$0,1,$0,1,0,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1604,MS,Covington (County),MAGEE,39428,1,"$1,252",1,"$1,252",0,1,0,0,0,1,"$2,260","$1,252","$1,008",$0,1,0,0,0
1604,MS,Covington (County),MENDENHALL,39114,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Covington (County),MIZE,39116,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Covington (County),MOUNT OLIVE,39119,"1,174","$3,907",907,"$3,543,696",225,665,10,0,7,612,"$1,226,941","$358,585","$541,030","$327,327",600,10,2,1
1604,MS,Covington (County),MT OLIVE,39119,4,"$1,676",2,"$3,352",1,1,0,0,0,1,"$2,071",$71,"$2,000",$0,1,0,0,0
1604,MS,Covington (County),MT.OLIVE,39119,1,$24,1,$24,0,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Covington (County),PRENTISS,39474,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Covington (County),SANDY HOOK,39478,1,$317,1,$317,0,1,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1604,MS,Covington (County),SEMINARY,39479,"1,542","$2,413",1184,"$2,857,127",198,955,9,5,17,946,"$1,951,262","$564,554","$833,418","$553,290",926,19,1,1
1604,MS,Covington (County),SEMINARY,39749,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Covington (County),SUMRALL,39482,88,"$1,753",68,"$119,189",9,59,0,0,0,46,"$73,511","$16,541","$26,029","$30,941",46,0,0,0
1604,MS,Covington (County),TAYLORSVILLE,39168,59,"$1,639",51,"$83,574",8,42,1,0,0,36,"$57,015","$17,555","$26,664","$12,796",36,0,0,0
1604,MS,Covington (County),WIGGINS,39577,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Crenshaw (County),YELLOW PINE,36539,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Dallas (County),MOBILE,36605,1,$0,1,$0,1,0,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1604,MS,East Carroll (Parish),NEW ORLEANS,70119,1,$0,1,$0,1,0,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1604,MS,East Carroll (Parish),SLIDELL,70458,1,$0,1,$0,1,0,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1604,MS,East Feliciana (Parish),NEW ORLEANS,70126,1,$0,1,$0,1,0,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1604,MS,Forrest (County),BAY SPRINGS,39422,1,"$7,895",1,"$7,895",0,1,0,0,0,1,"$11,197","$5,200","$3,302","$2,695",0,1,0,0
1604,MS,Forrest (County),BEAUMONT,39423,1,$636,1,$636,0,1,0,0,0,1,"$3,545",$0,"$3,545",$0,1,0,0,0
1604,MS,Forrest (County),BILOXI,39406,1,$0,1,$0,1,0,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1604,MS,Forrest (County),BOLTON,39041,1,"$1,227",1,"$1,227",0,1,0,0,0,1,"$1,227","$1,227",$0,$0,1,0,0,0
1604,MS,Forrest (County),BRANDEN,39042,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Forrest (County),BRANDON,39042,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Forrest (County),BROOKLYN,39425,474,"$3,192",372,"$1,187,499",55,302,9,1,5,307,"$946,909","$416,832","$335,812","$194,265",293,14,0,0
1604,MS,Forrest (County),CAMP SHELBY,39407,3,"$6,767",3,"$20,302",2,0,0,1,0,3,"$6,000",$0,"$6,000",$0,3,0,0,0
1604,MS,Forrest (County),CANTON,39046,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Forrest (County),CARRIERE,39426,1,"$11,181",1,"$11,181",0,0,1,0,0,1,"$2,762",$0,"$2,000",$762,1,0,0,0
1604,MS,Forrest (County),COLLINS,39428,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Forrest (County),COLUMBIA,39429,1,$288,1,$288,0,1,0,0,0,1,$288,$288,$0,$0,1,0,0,0
1604,MS,Forrest (County),ELLISVILLE,39437,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Forrest (County),Hattiesburg,39402,1,"$2,029",1,"$2,029",0,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Forrest (County),HATTIESBURG,39049,1,$905,1,$905,0,1,0,0,0,1,$762,$0,$0,$762,1,0,0,0
1604,MS,Forrest (County),HATTIESBURG,39401,"7,329","$2,304",5130,"$11,820,310",761,"4,271",57,7,34,3842,"$8,912,188","$2,551,245","$4,478,351","$1,882,592","3,765",74,3,2
1604,MS,Forrest (County),HATTIESBURG,39402,"3,936","$2,070",2675,"$5,538,434",533,"2,095",33,4,10,1955,"$3,318,400","$608,860","$1,634,651","$1,074,890","1,932",20,3,3
1604,MS,Forrest (County),HATTIESBURG,39403,4,$662,4,"$2,646",2,2,0,0,0,2,"$2,207",$0,"$2,000",$207,2,0,0,0
1604,MS,Forrest (County),HATTIESBURG,39404,7,$514,6,"$3,085",3,3,0,0,0,3,"$6,535","$1,011","$4,000","$1,524",3,0,0,0
1604,MS,Forrest (County),HATTIESBURG,39406,8,"$1,842",3,"$5,526",2,1,0,0,0,2,"$4,000",$0,"$4,000",$0,2,0,0,0
1604,MS,Forrest (County),HATTIESBURG,39407,4,$628,3,"$1,883",1,2,0,0,0,2,"$3,524",$0,"$2,000","$1,524",2,0,0,0
1604,MS,Forrest (County),HATTIESBURG,49402,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Forrest (County),JANICE,39425,1,"$1,262",1,"$1,262",0,1,0,0,0,1,$762,$0,$0,$762,1,0,0,0
1604,MS,Forrest (County),LUCEDALE,39452,1,"$18,486",1,"$18,486",0,0,1,0,0,1,"$13,308","$10,500","$2,000",$808,0,1,0,0
1604,MS,Forrest (County),LUMBERTON,39455,116,"$8,573",95,"$814,476",10,75,2,0,8,80,"$297,112","$109,482","$105,775","$81,855",74,4,2,0
1604,MS,Forrest (County),NEW AUGUSTA,39462,6,"$3,184",6,"$19,105",0,6,0,0,0,6,"$21,567","$12,816","$6,328","$2,423",6,0,0,0
1604,MS,Forrest (County),OVETT,39464,1,$762,1,$762,0,1,0,0,0,1,$762,$0,$0,$762,1,0,0,0
1604,MS,Forrest (County),PERKINSTON,39573,1,"$5,457",1,"$5,457",0,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Forrest (County),PETAL,39465,"4,892","$2,462",3394,"$8,356,278",572,"2,727",52,9,34,2597,"$5,234,713","$1,394,293","$2,296,573","$1,543,848","2,542",51,4,1
1604,MS,Forrest (County),PURVIS,39475,37,"$2,560",28,"$71,679",6,21,1,0,0,22,"$45,666","$15,603","$21,906","$8,157",22,0,0,0
1604,MS,Forrest (County),SANDY HOOK,39478,1,$0,1,$0,1,0,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1604,MS,Forrest (County),SUMRALL,39401,1,$969,1,$969,0,1,0,0,0,1,$969,$0,$0,$969,1,0,0,0
1604,MS,Forrest (County),SUMRALL,39482,2,"$1,015",2,"$2,029",0,2,0,0,0,2,"$2,450","$1,688",$0,$762,2,0,0,0
1604,MS,Forrest (County),WIGGINS,39577,127,"$4,131",108,"$446,154",13,87,5,0,3,93,"$255,999","$92,713","$114,593","$48,693",88,5,0,0
1604,MS,Franklin (County),BROOKHAVEN,39601,17,$626,12,"$7,510",2,10,0,0,0,8,"$8,095",$0,"$2,000","$6,095",8,0,0,0
1604,MS,Franklin (County),BROOKHAVEN,39603,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Franklin (County),BUDE,39630,144,$668,97,"$64,833",44,53,0,0,0,44,"$77,343","$25,976","$33,866","$17,501",44,0,0,0
1604,MS,Franklin (County),CLARKSDALE,38614,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Franklin (County),CROSBY,39633,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Franklin (County),MAGNOLIA,39652,1,"$1,323",1,"$1,323",0,1,0,0,0,1,$924,$924,$0,$0,1,0,0,0
1604,MS,Franklin (County),MC CALL CREEK,39647,152,"$1,001",107,"$107,152",23,83,1,0,0,70,"$128,179","$45,203","$49,703","$33,273",70,0,0,0
1604,MS,Franklin (County),MCCALL CREEK,39647,2,$0,2,$0,2,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Franklin (County),MEADVILLE,39653,371,"$1,057",250,"$264,269",74,175,0,0,1,147,"$271,453","$99,190","$108,111","$64,151",146,1,0,0
1604,MS,Franklin (County),MEADVILLE ROXIE,39661,1,$651,1,$651,0,1,0,0,0,1,$651,$651,$0,$0,1,0,0,0
1604,MS,Franklin (County),MOSS POINT,39563,1,"$6,014",1,"$6,014",0,1,0,0,0,1,$762,$0,$0,$762,1,0,0,0
1604,MS,Franklin (County),PERKINSTON,39573,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Franklin (County),PETAL,39465,2,$326,2,$653,0,2,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1604,MS,Franklin (County),ROXIE,39661,398,$903,293,"$264,619",90,200,2,0,1,175,"$359,629","$103,757","$189,603","$66,269",174,0,1,1
1604,MS,Franklin (County),SMITHDALE,39664,42,$599,30,"$17,967",8,22,0,0,0,17,"$15,360","$5,244","$2,000","$8,115",17,0,0,0
1604,MS,Franklin (County),UNION CHURCH,39668,1,$485,1,$485,0,1,0,0,0,1,$250,$0,$0,$250,1,0,0,0
1604,MS,George (County),AGRICOLA,39452,3,"$1,040",3,"$3,119",1,2,0,0,0,2,"$6,355","$2,150","$3,236",$969,2,0,0,0
1604,MS,George (County),BENNDALE,39456,2,"$2,700",2,"$5,401",0,2,0,0,0,2,"$5,401","$4,639",$0,$762,2,0,0,0
1604,MS,George (County),BROOKLYN,39425,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,George (County),CORINTH ,38834,1,$486,1,$486,0,1,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1604,MS,George (County),DRIVE,39452,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,George (County),HATTIESBURG,39401,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,George (County),HURLEY,39555,1,"$1,375",1,"$1,375",0,1,0,0,0,1,$893,$0,$0,$893,1,0,0,0
1604,MS,George (County),LUCEDALE,39452,"6,012","$2,932",4658,"$13,657,190",627,"3,859",79,17,76,3485,"$9,804,220","$4,088,112","$3,165,101","$2,551,006","3,329",134,22,14
1604,MS,George (County),LUCEDALE,39532,1,$0,1,$0,1,0,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1604,MS,George (County),LUCEDALE,39542,1,"$1,216",1,"$1,216",0,1,0,0,0,1,$969,$0,$0,$969,1,0,0,0
1604,MS,George (County),MC LAIN,39456,30,"$5,894",24,"$141,454",4,18,0,0,2,19,"$105,713","$51,212","$27,556","$26,945",15,4,0,0
1604,MS,George (County),MOSS POINT,39562,1,"$2,593",1,"$2,593",0,1,0,0,0,1,"$2,762",$0,"$2,000",$762,1,0,0,0
1604,MS,George (County),PERKINSTON,39573,45,"$2,142",34,"$72,817",5,28,1,0,0,29,"$79,690","$29,634","$24,794","$25,263",28,1,0,0
1604,MS,George (County),RICHTON,39476,1,$762,1,$762,0,1,0,0,0,1,$762,$0,$0,$762,1,0,0,0
1604,MS,George (County),SMITHDALE,39664,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Greene (County),BEAUMONT,39423,5,"$2,033",5,"$10,164",0,5,0,0,0,3,"$14,790","$6,224","$6,676","$1,890",3,0,0,0
1604,MS,Greene (County),BENDALE,39456,1,"$5,678",1,"$5,678",0,1,0,0,0,1,"$7,602","$5,200","$2,238",$164,1,0,0,0
1604,MS,Greene (County),BENNDALE,39456,2,"$19,607",2,"$39,215",0,1,0,0,1,1,"$23,266","$10,500","$3,710","$9,056",0,1,0,0
1604,MS,Greene (County),BUCKATUNNA,39322,2,$434,2,$868,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Greene (County),GREENE COUNTY,39451,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Greene (County),HILLMAN,39451,1,"$2,316",1,"$2,316",0,1,0,0,0,1,"$5,712","$1,554","$3,396",$762,1,0,0,0
1604,MS,Greene (County),LEAF,39456,2,"$4,339",2,"$8,679",1,1,0,0,0,2,"$10,463","$5,200","$5,263",$0,2,0,0,0
1604,MS,Greene (County),LEAKESVILLE,39451,"1,021","$1,585",788,"$1,249,368",123,651,6,3,5,564,"$1,145,375","$366,800","$438,704","$339,872",553,10,1,1
1604,MS,Greene (County),LEAKSVILLE,39451,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Greene (County),LEKESVILLE,39451,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Greene (County),LUCEDALE,39452,220,"$4,314",185,"$798,070",23,151,2,1,8,147,"$441,651","$193,859","$115,443","$132,349",136,9,2,2
1604,MS,Greene (County),MC LAIN,39456,458,"$3,714",389,"$1,444,752",46,317,14,3,9,297,"$1,055,834","$466,295","$333,670","$255,869",274,22,1,0
1604,MS,Greene (County),MCLAIN,39405,1,"$2,042",1,"$2,042",0,1,0,0,0,1,"$2,762",$0,"$2,000",$762,1,0,0,0
1604,MS,Greene (County),MCLAIN,39423,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Greene (County),MCLAIN,39452,1,$0,1,$0,1,0,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1604,MS,Greene (County),MCLAIN,39456,4,"$1,460",4,"$5,839",1,3,0,0,0,1,"$5,206","$2,799","$2,000",$407,1,0,0,0
1604,MS,Greene (County),MCLAIN,39462,1,"$2,284",1,"$2,284",0,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Greene (County),MOSELLE,39459,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Greene (County),NEELY,39461,171,"$3,008",121,"$363,929",12,102,4,1,2,95,"$270,855","$137,380","$84,983","$48,492",93,2,0,0
1604,MS,Greene (County),PETAL,39465,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Greene (County),RICHTON,39476,270,"$1,112",197,"$219,158",41,154,2,0,0,123,"$192,180","$43,919","$85,043","$63,218",123,0,0,0
1604,MS,Greene (County),SAUCIER,39574,1,"$3,947",1,"$3,947",0,1,0,0,0,1,"$6,816","$1,584","$3,026","$2,207",1,0,0,0
1604,MS,Greene (County),SHUBUTA,39360,1,$902,1,$902,0,1,0,0,0,1,$902,$902,$0,$0,1,0,0,0
1604,MS,Greene (County),STATE LINE,39362,555,"$2,496",461,"$1,150,536",66,379,8,1,7,349,"$991,324","$328,741","$346,881","$315,702",332,12,5,5
1604,MS,Greene (County),UNION CITY,39365,1,$81,1,$81,0,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Hancock (County),ANSLEY,39558,7,"$94,886",6,"$569,317",1,1,0,0,4,5,"$78,005","$31,500","$21,683","$24,822",2,1,2,2
1604,MS,Hancock (County),BAY,39520,1,"$83,183",1,"$83,183",0,0,0,0,1,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1604,MS,Hancock (County),BAY CITY LOUIS,39520,1,"$17,869",1,"$17,869",0,0,1,0,0,1,"$22,025","$5,200","$5,039","$11,786",0,1,0,0
1604,MS,Hancock (County),BAY SAINT LOUIS,39520,"6,579","$54,649",5337,"$291,663,173",393,555,"1,500",765,"2,124",5328,"$66,646,386","$22,615,060","$23,004,356","$21,026,969","2,759","1,700",869,733
1604,MS,Hancock (County),BAY SAINT LOUIS,39521,29,"$40,288",16,"$644,601",3,1,3,3,6,14,"$185,463","$94,300","$57,290","$33,873",5,7,2,2
1604,MS,Hancock (County),BAY SAINT LOUIS,39525,2,$386,2,$772,1,1,0,0,0,2,"$8,716",$0,"$8,716",$0,2,0,0,0
1604,MS,Hancock (County),BAY SAINT LOUIS,39529,1,"$81,851",1,"$81,851",0,0,0,0,1,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Hancock (County),BAY SAINT LOUIS,39558,1,"$64,155",1,"$64,155",0,0,0,0,1,1,"$25,600","$10,500","$6,158","$8,942",0,0,1,0
1604,MS,Hancock (County),BAY ST LOUIS,29520,1,$0,1,$0,1,0,0,0,0,1,"$44,421","$5,308","$22,579","$16,534",0,0,1,1
1604,MS,Hancock (County),BAY ST LOUIS,36520,2,"$19,401",2,"$38,802",1,0,0,0,1,1,"$4,358",$0,"$4,358",$0,1,0,0,0
1604,MS,Hancock (County),BAY ST LOUIS,39405,1,$0,1,$0,1,0,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1604,MS,Hancock (County),BAY ST LOUIS,39520,132,"$53,932",74,"$3,990,968",18,5,12,7,32,63,"$705,062","$290,034","$220,438","$194,590",29,26,8,4
1604,MS,Hancock (County),BAY ST LOUIS,39521,2,$0,2,$0,2,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Hancock (County),BAY ST LOUIS,39525,1,$0,1,$0,1,0,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1604,MS,Hancock (County),BAY ST LOUIS,39526,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Hancock (County),BAY ST LOUIS,39529,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Hancock (County),BAY ST LOUIS,39558,1,"$216,201",1,"$216,201",0,0,0,0,1,1,"$23,818","$10,500","$4,358","$8,960",0,1,0,0
1604,MS,Hancock (County),BAY ST LOUIS,39576,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Hancock (County),BAY ST LOUIS,69520,1,"$29,562",1,"$29,562",0,0,0,1,0,1,"$24,391","$10,500","$3,506","$10,385",0,1,0,0
1604,MS,Hancock (County),BAY ST. LOUIS,39520,1,"$138,362",1,"$138,362",0,0,0,0,1,1,"$14,858","$10,500","$4,358",$0,0,1,0,0
1604,MS,Hancock (County),BAY ST. LOUIS ,39520,1,"$134,884",1,"$134,884",0,0,0,0,1,1,"$5,327",$0,"$4,358",$969,1,0,0,0
1604,MS,Hancock (County),BAYST. LOUIS,39520,1,"$27,234",1,"$27,234",0,0,0,1,0,1,"$23,169","$10,500","$3,506","$9,163",0,1,0,0
1604,MS,Hancock (County),BILOXI,39532,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Hancock (County),BOGUE CHITTO,39629,1,$0,1,$0,1,0,0,0,0,1,$500,$0,$0,$500,1,0,0,0
1604,MS,Hancock (County),BUCKATUNNA,39322,1,$989,1,$989,0,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Hancock (County),CARRIERE,39426,67,"$7,302",57,"$416,230",9,45,1,0,2,53,"$250,734","$68,455","$142,422","$39,856",48,4,1,1
1604,MS,Hancock (County),CLERMONT,39558,1,"$64,803",1,"$64,803",0,0,0,0,1,1,"$4,358",$0,"$4,358",$0,1,0,0,0
1604,MS,Hancock (County),CLERMONT HABBOR,39558,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Hancock (County),CLERMONT HARBOR,39558,21,"$113,453",17,"$1,928,694",1,0,1,0,15,16,"$259,981","$126,138","$70,203","$63,640",3,9,4,3
1604,MS,Hancock (County),CLERMONT HARBOR,39576,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Hancock (County),CLERMONT HARBOUR,39551,1,"$61,344",1,"$61,344",0,0,0,0,1,1,"$24,094","$10,500","$4,358","$9,236",0,1,0,0
1604,MS,Hancock (County),CLERMONT HBR,39558,1,"$144,425",1,"$144,425",0,0,0,0,1,1,"$32,598","$10,500","$11,356","$10,742",0,0,1,1
1604,MS,Hancock (County),DIAMOND HEAD,39525,1,"$15,433",1,"$15,433",0,0,1,0,0,1,"$8,212","$5,200","$3,012",$0,1,0,0,0
1604,MS,Hancock (County),DIAMONDHEAD,35925,1,"$6,169",1,"$6,169",0,1,0,0,0,1,$969,$0,$0,$969,1,0,0,0
1604,MS,Hancock (County),DIAMONDHEAD,39525,"3,143","$18,549",2142,"$39,732,630",537,"1,061",208,95,241,2098,"$10,689,269","$2,279,495","$6,930,459","$1,479,315","1,872",201,25,22
1604,MS,Hancock (County),GULFPORT,39501,3,$52,3,$155,2,1,0,0,0,2,"$6,716",$0,"$6,716",$0,2,0,0,0
1604,MS,Hancock (County),GULFPORT,39503,1,"$16,084",1,"$16,084",0,0,1,0,0,1,"$17,590","$5,200","$1,506","$10,884",0,1,0,0
1604,MS,Hancock (County),GULFPORT,39505,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Hancock (County),HANCOCK,39573,1,$0,1,$0,1,0,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1604,MS,Hancock (County),HANCOCK,93530,1,$0,1,$0,1,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Hancock (County),HATTIESBURG,39402,1,"$2,316",1,"$2,316",0,1,0,0,0,1,$969,$0,$0,$969,1,0,0,0
1604,MS,Hancock (County),KILN,32308,1,"$10,100",1,"$10,100",0,0,1,0,0,1,"$5,984",$0,"$5,984",$0,1,0,0,0
1604,MS,Hancock (County),KILN,39255,1,"$2,575",1,"$2,575",0,1,0,0,0,1,"$8,786",$390,"$6,134","$2,262",1,0,0,0
1604,MS,Hancock (County),KILN,39520,1,"$4,106",1,"$4,106",0,1,0,0,0,1,"$4,879","$1,103","$3,776",$0,1,0,0,0
1604,MS,Hancock (County),KILN,39556,"2,244","$17,416",1814,"$31,593,390",224,"1,097",192,91,210,1596,"$10,902,836","$3,567,878","$4,726,399","$2,608,560","1,275",252,69,52
1604,MS,Hancock (County),KILN  ,39556,1,"$21,668",1,"$21,668",0,0,0,1,0,1,"$18,806","$10,500","$4,358","$3,948",0,1,0,0
1604,MS,Hancock (County),LAKE SHORE,39558,1,$0,1,$0,1,0,0,0,0,1,"$2,000",$0,"$2,000",$0,1,0,0,0
1604,MS,Hancock (County),LAKESHORE,39520,3,"$52,120",3,"$156,360",0,0,0,1,2,3,"$66,242","$26,200","$15,082","$24,960",0,1,2,1
1604,MS,Hancock (County),LAKESHORE,39558,155,"$115,559",130,"$15,022,633",6,0,4,4,116,124,"$1,995,838","$918,358","$574,441","$503,039",34,57,33,29
1604,MS,Hancock (County),LONG BEACH,39560,2,"$50,001",2,"$100,001",0,1,0,0,1,2,"$7,478",$0,"$6,716",$762,2,0,0,0
1604,MS,Hancock (County),LUCEDALE,39452,1,$284,1,$284,0,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Hancock (County),LUMBERTON,39455,2,"$41,464",2,"$82,927",1,0,0,0,1,0,$0,$0,$0,$0,0,0,0,0
1604,MS,Hancock (County),PASCAGOULA,39567,1,"$11,806",1,"$11,806",0,0,1,0,0,1,"$2,358",$0,"$2,358",$0,1,0,0,0
1604,MS,Hancock (County),PASS CHRISTIAN,39571,61,"$9,093",49,"$445,544",11,24,8,2,4,45,"$255,125","$82,181","$106,082","$66,861",37,5,3,3
1604,MS,Hancock (County),PEARLINGTON,39520,1,"$16,248",1,"$16,248",0,0,1,0,0,1,"$5,200","$5,200",$0,$0,1,0,0,0
1604,MS,Hancock (County),PEARLINGTON,39572,677,"$75,983",587,"$44,601,931",43,14,133,65,332,581,"$8,930,046","$3,276,347","$2,539,457","$3,114,243",219,199,163,151
1604,MS,Hancock (County),PEARLINGTON,39720,1,"$43,658",1,"$43,658",0,0,0,0,1,1,"$25,600","$10,500","$3,776","$11,324",0,0,1,1
1604,MS,Hancock (County),PEARLINGTON,39752,1,"$129,839",1,"$129,839",0,0,0,0,1,1,"$25,600","$10,500","$4,358","$10,742",0,0,1,1
1604,MS,Hancock (County),PERKERSON,39576,1,$564,1,$564,0,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0
