,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,,,,,,,,,,,,,,,,,,,
disaster,state,mergecell,county,city,zip,valid_registrations,avg_inspected_damage,total_inspected,total_damage,no_inspected_damage,damage_1_10000,damage_10000_20000,damage_20000_30000,damage_30000_max,approved_for_assistance,total_approved_amt,repair_replace_amt,rental_amt,other_needs_amt,approved_1_10000,approved_10001_25000,approved_25001_max,total_max_grants,disaster_type,county_clean,,,State,County,PerCapInc2003,PerCapInc2004,PerCapInc2005,PerCapInc2006,PerCapInc2007,PerCapInc2008,PerCapInc2009,PerCapInc2010,PerCapInc2011,PerCapInc2012,PerCapInc2013,PerCapInc2014,PerCapInc2015,PerCapInc2016,PerCapInc2017,Popula2003,Popula2004,Popula2005,Popula2006,Popula2007,Popula2008,Popula2009,Popula2010,Popula2011,Popula2012,Popula2013,Popula2014,Popula2015,Popula2016,Popula2017,PersInc2003,PersInc2004,PersInc2005,PersInc2006,PersInc2007,PersInc2008,PersInc2009,PersInc2010,PersInc2011,PersInc2012,PersInc2013,PersInc2014,PersInc2015,PersInc2016,PersInc2017
1606,TX,jasper_tx,Jasper ,MAURICEVILLE,77612,1,89640,1,89640,0,0,0,0,1,1,22150,10500,2380,9270,0,1,0,0,Hurricane,jasper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jasper_tx,Jasper ,MAURICEVILLE,77626,1,0,1,0,1,0,0,0,0,1,2219,0,2000,219,1,0,0,0,Hurricane,jasper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jasper_tx,Jasper ,NEDERLAND,77627,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane,jasper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jasper_tx,Jasper ,NEWTON,75966,8,2278,8,18222,2,6,0,0,0,7,20863,4723,8564,7576,7,0,0,0,Hurricane,jasper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jasper_tx,Jasper ,NEWTON CO,75956,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane,jasper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jasper_tx,Jasper ,NEWTON COUNTY,0,1,2829,1,2829,0,1,0,0,0,1,5285,2829,2456,0,1,0,0,0,Hurricane,jasper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jasper_tx,Jasper ,PASADENA,77501,1,0,1,0,1,0,0,0,0,1,2000,0,2000,0,1,0,0,0,Hurricane,jasper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jasper_tx,Jasper ,PORT NECHES,77651,1,0,1,0,1,0,0,0,0,1,2000,0,2000,0,1,0,0,0,Hurricane,jasper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jasper_tx,Jasper ,ROGANVILLE,75956,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane,jasper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jasper_tx,Jasper ,SAM RAYBURN,75931,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane,jasper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jasper_tx,Jasper ,SAM RAYBURN,75951,44,614,28,17195,10,18,0,0,0,24,42491,4362,28760,9369,24,0,0,0,Hurricane,jasper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jasper_tx,Jasper ,SAM RAYBURN JASPER,75951,1,2377,1,2377,0,1,0,0,0,1,2000,0,2000,0,1,0,0,0,Hurricane,jasper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jasper_tx,Jasper ,SAN RAYBURN,75951,1,807,1,807,0,1,0,0,0,1,807,0,0,807,1,0,0,0,Hurricane,jasper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jasper_tx,Jasper ,SILSBEE,77656,1,1529,1,1529,0,1,0,0,0,1,2900,94,2000,807,1,0,0,0,Hurricane,jasper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jasper_tx,Jasper ,VIDOR,77662,76,2796,56,156556,9,45,1,0,1,57,138753,13988,95704,29061,57,0,0,0,Hurricane,jasper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jasper_tx,Jasper ,VIDOR,77670,1,645,1,645,0,1,0,0,0,1,2645,645,2000,0,1,0,0,0,Hurricane,jasper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jasper_tx,Jasper ,WARREN ,77664,1,1892,1,1892,0,1,0,0,0,1,1628,1248,380,0,1,0,0,0,Hurricane,jasper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jasper_tx,Jasper ,ZAVALLA,75980,18,2117,15,31759,3,12,0,0,0,11,38048,18170,14380,5498,11,0,0,0,Hurricane,jasper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,BASIN,77705,1,1028,1,1028,0,1,0,0,0,1,2000,0,2000,0,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,Baytown,77521,1,555,1,555,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,BAYTOWN,77521,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,BEAMOUNT,77713,1,2015,1,2015,0,1,0,0,0,1,3387,1387,2000,0,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,BEAUMINT,77706,1,0,1,0,1,0,0,0,0,1,2000,0,2000,0,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,Beaumont,77705,1,1365,1,1365,0,1,0,0,0,1,3365,339,2000,1026,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,BEAUMONT,77627,1,17964,1,17964,0,0,1,0,0,1,5200,5200,0,0,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,BEAUMONT,77701,3435,2186,2437,5328099,532,1847,42,3,13,2763,7872433,1630979,5564599,676855,2713,45,5,4,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,BEAUMONT,77702,666,2062,420,866044,129,278,9,2,2,524,1266306,147582,995944,122781,519,5,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,BEAUMONT,77703,3282,2150,2290,4923404,458,1767,48,6,11,2753,7758658,1474372,5522200,762086,2691,57,5,3,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,BEAUMONT,77704,11,670,6,4019,4,2,0,0,0,5,15105,3616,10463,1026,5,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,BEAUMONT,77705,7498,2618,5158,13501958,971,4036,89,12,50,6195,17261720,3084050,11839385,2338285,6064,117,14,11,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,BEAUMONT,77706,7977,1428,4468,6382383,1249,3167,40,6,6,6424,13917551,446514,12236526,1234511,6416,8,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,BEAUMONT,77707,4940,1272,2866,3645110,710,2126,18,2,10,4000,9045750,544231,7681459,820060,3984,13,3,2,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,BEAUMONT,77708,3005,2226,1801,4009366,430,1326,31,4,10,2444,5926182,557749,4714972,653461,2425,17,2,2,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,BEAUMONT,77709,1,5200,1,5200,0,1,0,0,0,1,7663,5200,2463,0,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,BEAUMONT,77710,10,0,5,0,5,0,0,0,0,6,12000,0,12000,0,6,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,BEAUMONT,77713,3575,2039,2347,4784917,537,1762,26,4,18,2924,7344195,891596,5394932,1057667,2887,32,5,4,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,BEAUMONT,77718,1,0,1,0,1,0,0,0,0,1,2000,0,2000,0,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,BEAUMONT,77720,10,60,6,361,4,2,0,0,0,5,10000,0,10000,0,5,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,BEAUMONT,77725,3,0,3,0,3,0,0,0,0,2,4000,0,4000,0,2,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,BEAUMONT,77726,3,0,3,0,3,0,0,0,0,3,6000,0,6000,0,3,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,BEAUMOUNT,77657,1,0,1,0,1,0,0,0,0,1,2000,0,2000,0,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,BEAUNONT,77705,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,BENTON LANE,77706,1,79,1,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,BEUMONT,77706,1,2492,1,2492,0,1,0,0,0,1,1026,0,0,1026,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,BMT,77707,1,0,1,0,1,0,0,0,0,1,2000,0,2000,0,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,BOUMONT,77705,1,12178,1,12178,0,0,1,0,0,1,3282,0,2000,1282,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,BOYT ROAD,77713,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,BRIDGE CITY,77611,3,0,1,0,1,0,0,0,0,1,2000,0,2000,0,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,BRIDGECITY,77611,1,258,1,258,0,1,0,0,0,1,2000,0,2000,0,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,CHANNELVIEW,77703,1,40,1,40,0,1,0,0,0,1,2000,0,2000,0,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,CHINA,77613,508,3711,338,1254436,54,264,10,0,10,395,1174640,247161,731340,196139,381,12,2,2,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,CHINA,77713,2,1780,2,3561,0,2,0,0,0,1,2000,0,2000,0,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,CLEVELAND,77327,1,807,1,807,0,1,0,0,0,1,807,0,0,807,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,CRYSTAL BEACH,77650,1,2085,1,2085,0,1,0,0,0,1,3026,0,2000,1026,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,DESOTO,75115,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,DEWEYVILLE,77614,1,5200,1,5200,0,1,0,0,0,1,2000,0,2000,0,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,EL PASO,79912,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,FANNETT,77705,1,0,1,0,1,0,0,0,0,1,2000,0,2000,0,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,FELLSWOOD,77651,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,FONNEVILLE,77705,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,FRED,77651,1,996,1,996,0,1,0,0,0,1,3110,652,2458,0,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,GILCREST,77617,1,1948,1,1948,0,1,0,0,0,1,2807,0,2000,807,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,GROVES,77069,1,0,1,0,1,0,0,0,0,1,2000,0,2000,0,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,GROVES,77619,5311,1614,3154,5089917,636,2477,31,4,6,4657,11411872,966491,9171195,1274186,4633,20,4,3,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,GROVES,77642,1,754,1,754,0,1,0,0,0,1,2754,754,2000,0,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,GROVES,77705,1,1187,1,1187,0,1,0,0,0,1,2169,0,2000,169,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,HAMPSHIRE,77622,2,798,2,1596,1,1,0,0,0,2,4807,0,4000,807,2,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,HAMSHIRE,77622,556,1878,382,717528,90,286,1,0,5,439,1032035,115940,738326,177769,432,7,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,HOUSTON,77037,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,HOUSTON,77051,1,0,1,0,1,0,0,0,0,1,2000,0,2000,0,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,HOUSTON,77099,1,100,1,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,HOUSTON,77705,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,HUNTSVILLE,77340,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,JASPER,75951,1,5200,1,5200,0,1,0,0,0,1,2000,0,2000,0,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,JASPER ,75951,1,6395,1,6395,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,kounte,77625,1,7054,1,7054,0,1,0,0,0,1,8832,5200,2000,1632,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,KOUNTZE,77625,1,3972,1,3972,0,1,0,0,0,1,5300,2837,2463,0,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,LABELL,77705,1,2027,1,2027,0,1,0,0,0,1,2142,0,2000,142,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,LA PORTE,77571,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,LUMBERON,77657,1,3494,1,3494,0,1,0,0,0,1,3026,0,2000,1026,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,LUMBERTON,77657,5,314,5,1572,2,3,0,0,0,3,5026,0,4000,1026,3,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,LUMBERTON,77706,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,MARSHALL,75670,1,0,1,0,1,0,0,0,0,1,2000,0,2000,0,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,NDERLAND,77627,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,NEDERL.AND,77627,1,1063,1,1063,0,1,0,0,0,1,2000,0,2000,0,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,NEDERLAND,77627,7146,1867,4266,7963717,897,3273,74,8,14,6140,14701426,1033330,11939741,1728355,6100,38,2,2,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,NEDERLAND ,77627,1,563,1,563,0,1,0,0,0,1,563,563,0,0,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,NEDLERAND,77627,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,NOME,77613,1,739,1,739,0,1,0,0,0,1,739,739,0,0,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,NOME,77629,293,2664,211,562114,52,157,0,1,1,221,545569,102791,354388,88390,217,3,1,1,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,OLYMPIA DR,77651,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,ORANGE,77630,5,445,4,1780,2,2,0,0,0,4,9959,0,8000,1959,4,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,ORANGE,77632,1,0,1,0,1,0,0,0,0,1,2000,0,2000,0,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,PALESTINE,75801,1,0,1,0,1,0,0,0,0,1,2000,0,2000,0,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,PORT ACRES,77640,4,3437,4,13748,1,3,0,0,0,2,3026,0,2000,1026,2,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,PORT ACRES,77701,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,Port Arthur ,17642,1,0,1,0,1,0,0,0,0,1,2000,0,2000,0,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,PORT Arthur,77642,1,715,1,715,0,1,0,0,0,1,3178,715,2463,0,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,PORT  ARTHUR,77642,1,1090,1,1090,0,1,0,0,0,1,2807,0,2000,807,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,PORT ARTHUR,75032,1,1198,1,1198,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,PORT ARTHUR,77462,1,1470,1,1470,0,1,0,0,0,1,2000,0,2000,0,1,0,0,0,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,TX,jefferson_tx,Jefferson ,PORT ARTHUR,77640,6296,2794,4516,12619243,818,3547,112,14,25,5290,16782875,3719590,11137266,1926019,5119,163,8,5,Hurricane,jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
