Rita,Harvey,mergecell,Geofips,State,Geoname,GDPsub_Gov2012,GDPsub_Gov2013,GDPsub_Gov2014,GDPsub_Gov2015,GDPsub_PrGood2012,GDPsub_PrGood2013,GDPsub_PrGood2014,GDPsub_PrGood2015,GDPsub_PrServ2012,GDPsub_PrServ2013,GDPsub_PrServ2014,GDPsub_PrServ2015,GDP_2012,GDP_2013,GDP_2014,GDP_2015,PerCapInc2003,PerCapInc2004,PerCapInc2005,PerCapInc2006,PerCapInc2007,PerCapInc2008,PerCapInc2009,PerCapInc2010,PerCapInc2011,PerCapInc2012,PerCapInc2013,PerCapInc2014,PerCapInc2015,PerCapInc2016,PerCapInc2017,Popula2003,Popula2004,Popula2005,Popula2006,Popula2007,Popula2008,Popula2009,Popula2010,Popula2011,Popula2012,Popula2013,Popula2014,Popula2015,Popula2016,Popula2017,PersInc2003,PersInc2004,PersInc2005,PersInc2006,PersInc2007,PersInc2008,PersInc2009,PersInc2010,PersInc2011,PersInc2012,PersInc2013,PersInc2014,PersInc2015,PersInc2016,PersInc2017
0,0,webb_tx,48479,TX,"Webb, TX",1703350,1732392,1793680,1898802,1225647,1215719,1211881,857241,4559094,4674292,5172576,5706906,7488091,7622403,8178137,8462950,19772,19715,21386,22639,23160,25867,24514,25928,27817,28513,28563,29281,29577,29747,30008,211786,217858,223703,229307,234594,240287,245908,251327,255598,259964,263962,267168,269795,272401,274794,4187376,4295023,4784054,5191225,5433108,6215392,6028274,6516524,7110002,7412271,7539619,7823025,7979831,8102983,8246035
0,Harvey,wharton_tx,48481,TX,"Wharton, TX",163610,172064,177913,184821,499938,554774,562175,555456,700249,729032,807497,834113,1363797,1455870,1547585,1574390,26163,26479,27658,29528,30926,34860,32964,33976,35328,37922,40467,40941,41138,39668,40535,41026,40992,40987,41073,40845,40893,40998,41278,41260,41064,41095,41073,41379,41634,41968,1073344,1085439,1133608,1212790,1263171,1425535,1351473,1402450,1457627,1557225,1662981,1681556,1702234,1651547,1701191
0,0,wheeler_tx,48483,TX,"Wheeler, TX",32019,34170,37223,40318,135953,173994,172574,113350,114492,118613,111252,112740,282464,326777,321049,266409,31912,30666,34470,33545,35959,41535,33954,38967,45464,47162,47470,48074,42196,37242,38978,4926,4934,4945,5055,5138,5199,5375,5389,5445,5590,5719,5702,5668,5548,5358,157197,151305,170456,169570,184757,215940,182503,209993,247552,263634,271480,274116,239165,206618,208846
0,0,wichita_tx,48485,TX,"Wichita, TX",1189686,1182375,1192425,1210704,2525217,2944627,2419187,1574474,2615172,2723955,2865450,2919796,6330074,6850957,6477063,5704974,28926,28810,30677,34172,34862,40482,36517,37679,42519,42356,42563,42113,40618,40093,40034,130411,131677,130767,131376,130564,130340,130913,131796,130776,131652,132134,132573,130871,131310,132000,3772328,3793675,4011601,4489343,4551663,5276471,4780538,4965909,5560486,5576245,5623990,5583039,5315743,5264620,5284453
0,0,wilbarger_tx,48487,TX,"Wilbarger, TX",155664,161253,153072,156766,166120,179416,178574,169794,300516,377522,348261,299267,622301,718190,679907,625828,27664,26891,28360,29028,30027,31796,32457,32931,33937,36067,36057,37227,37621,38748,39542,14023,13879,13830,13835,13746,13506,13575,13508,13440,13272,13185,12970,13049,12894,12764,387928,373221,392216,401609,412758,429439,440600,444838,456109,478685,475406,482835,490918,499620,504719
0,0,willacy_tx,48489,TX,"Willacy, TX",73359,77299,79596,82201,53834,68704,62535,62708,181867,267606,331744,367167,309059,413609,473875,512077,18227,18362,17539,17235,19127,19375,19310,22905,24109,21423,22498,25740,26062,26946,30047,20418,20767,21229,21463,21576,21763,21862,22225,22166,22198,22027,21943,21882,21760,21584,372152,381315,372326,369925,412682,421653,422165,509061,534391,475556,495565,564819,570298,586340,648538
0,0,williamson_tx,48491,TX,"Williamson, TX",1415516,1496793,1564167,1667824,3047814,3296377,3890924,4373352,12228987,12813284,13310241,15094390,16692317,17606454,18765332,21135566,28620,30321,32744,34885,36738,37900,36492,37506,38953,39414,39947,42472,45107,46591,48091,302895,316532,332169,351970,373723,395437,410800,426325,442177,456070,470448,488385,507420,527769,547545,8669001,9597710,10876653,12278412,13729972,14986992,14991080,15989658,17224153,17975468,18792756,20742702,22888144,24589539,26332236
0,0,wilson_tx,48493,TX,"Wilson, TX",128521,136750,144876,157450,188696,252776,262343,231428,282450,335849,408083,440469,599667,725375,815303,829346,25349,25705,26815,28252,30243,31470,32450,33802,36011,38225,39547,41819,41392,41422,42219,35458,36721,37706,39007,40354,41657,42181,43057,43668,44356,45228,46143,47162,48190,49304,898812,943930,1011088,1102036,1220429,1310957,1368756,1455414,1572512,1695507,1788619,1929654,1952143,1996133,2081544
0,0,winkler_tx,48495,TX,"Winkler, TX",38877,41355,41868,44581,192571,218768,245363,183777,90022,91068,95369,99281,321470,351191,382600,327640,22233,22905,24512,27654,28697,32334,28921,31018,35586,37747,38898,42393,40139,38384,42940,6738,6735,6578,6642,6775,7024,7128,7086,7161,7365,7631,7815,7995,7872,7574,149807,154266,161238,183679,194421,227115,206147,219797,254831,278004,296827,331300,320915,302160,325228
0,0,wise_tx,48497,TX,"Wise, TX",240102,272310,294135,315674,1280999,1334831,1452793,1083158,1378871,1381724,1505436,1601021,2899972,2988864,3252365,2999852,26409,26612,28596,31070,32911,36574,32691,34768,37070,38804,39213,42360,40903,40697,41321,53691,54497,55613,56569,57247,58181,59134,59110,59953,60398,61008,61715,62864,64465,66181,1417947,1450276,1590325,1757612,1884048,2127926,1933133,2055141,2222482,2343673,2392311,2614231,2571336,2623559,2734681
0,0,wood_tx,48499,TX,"Wood, TX",111804,114516,118013,123691,304644,343915,327638,320969,419615,428602,460398,491617,836063,887033,906049,936278,21713,22634,24139,24968,26617,28128,28375,30092,31959,32937,33805,35952,36650,36550,37426,38915,39600,39917,41099,41414,41722,41870,41983,42140,42444,42401,42818,43220,43823,44314,844957,896292,963540,1026153,1102336,1173565,1188046,1263343,1346746,1397992,1433375,1539399,1583996,1601745,1658496
0,0,yoakum_tx,48501,TX,"Yoakum, TX",50807,52351,53610,56208,415161,425354,467789,357149,272200,247992,267433,203020,738168,725698,788832,616378,29111,30160,31450,32798,34418,34518,34080,39985,37588,47242,49979,46374,40142,34192,39807,7235,7362,7404,7404,7588,7765,7908,7849,7960,8037,8206,8382,8623,8625,8568,210619,222037,232854,242833,261164,268033,269503,313839,299198,379683,410130,388705,346148,294905,341065
0,0,young_tx,48503,TX,"Young, TX",84673,86744,87582,90059,621204,660512,662678,420276,281976,330048,312226,313957,987853,1077305,1062487,824293,28537,29438,33719,35900,35472,47799,38989,42944,48044,48047,51380,53543,49216,46030,45405,17892,17921,17801,18227,18135,18104,18466,18521,18346,18277,18358,18266,18146,18079,17979,510579,527562,600228,654348,643280,865347,719962,795359,881421,878164,943241,978013,893075,832182,816339
0,0,zapata_tx,48505,TX,"Zapata, TX",82788,81938,83650,87027,341240,385217,403604,238764,137989,158281,169997,149182,562016,625436,657251,474973,16730,17615,19005,20989,21441,23601,22504,23787,27214,31087,32569,34175,29459,25690,27325,12584,12727,13043,13069,13388,13640,13876,14087,14223,14269,14393,14396,14516,14449,14322,210535,224191,247877,274303,287054,321922,312260,335087,387062,443581,468768,491982,427628,371198,391345
0,0,zavala_tx,48507,TX,"Zavala, TX",41580,44551,48440,51893,67144,73675,74984,79435,75121,79225,85391,85934,183845,197452,208815,217263,15043,15295,15783,16311,17281,18248,19412,21546,22845,23484,24435,26512,26910,26745,27695,11513,11512,11565,11642,11657,11725,11544,11723,11865,12002,12187,12236,12296,12091,11948,173191,176072,182534,189895,201443,213960,224090,252589,271050,281850,297787,324395,330882,323378,330902
