Rita,Harvey,mergecell,Geofips,State,Geoname,GDPsub_Gov2012,GDPsub_Gov2013,GDPsub_Gov2014,GDPsub_Gov2015,GDPsub_PrGood2012,GDPsub_PrGood2013,GDPsub_PrGood2014,GDPsub_PrGood2015,GDPsub_PrServ2012,GDPsub_PrServ2013,GDPsub_PrServ2014,GDPsub_PrServ2015,GDP_2012,GDP_2013,GDP_2014,GDP_2015,PerCapInc2003,PerCapInc2004,PerCapInc2005,PerCapInc2006,PerCapInc2007,PerCapInc2008,PerCapInc2009,PerCapInc2010,PerCapInc2011,PerCapInc2012,PerCapInc2013,PerCapInc2014,PerCapInc2015,PerCapInc2016,PerCapInc2017,Popula2003,Popula2004,Popula2005,Popula2006,Popula2007,Popula2008,Popula2009,Popula2010,Popula2011,Popula2012,Popula2013,Popula2014,Popula2015,Popula2016,Popula2017,PersInc2003,PersInc2004,PersInc2005,PersInc2006,PersInc2007,PersInc2008,PersInc2009,PersInc2010,PersInc2011,PersInc2012,PersInc2013,PersInc2014,PersInc2015,PersInc2016,PersInc2017
0,0,ochiltree_tx,48357,TX,"Ochiltree, TX",45110,48008,51194,54255,724098,866862,914147,567466,205316,222090,247292,298839,974523,1136960,1212633,920559,29733,28753,32664,36117,35268,42820,33495,42123,55828,63508,66261,76914,65465,50049,50251,8981,9149,9384,9557,9812,9962,10225,10169,10422,10581,10669,10685,10697,10295,10073,267031,263058,306522,345172,346048,426569,342485,428352,581839,671979,706939,821826,700278,515257,506177
0,0,oldham_tx,48359,TX,"Oldham, TX",18191,19280,19463,20361,33601,50087,46203,51910,68545,100068,112714,131245,120338,169435,178380,203516,30903,31562,30421,30534,34723,38420,37080,42567,47823,45425,43367,53519,59000,50448,48409,2072,2039,2010,2010,1992,2004,2040,2050,2071,2046,2089,2070,2064,2074,2114,64032,64354,61147,61373,69169,76994,75643,87262,99042,92939,90594,110785,121776,104629,102337
Rita,Harvey,orange_tx,48361,TX,"Orange, TX",275347,282897,285964,291632,1632454,1776909,1706794,1517656,1190445,1254474,1314924,1301092,3098246,3314280,3307682,3110379,25034,25076,26682,29380,31545,33193,33024,34698,36873,38478,37832,40465,41881,42583,43412,83553,83580,83500,81687,82255,82612,81586,82013,82337,82889,82816,83245,83928,84508,85047,2091655,2095889,2227971,2399935,2594705,2742129,2694335,2845717,3036035,3189400,3133092,3368507,3514948,3598580,3692033
0,0,palo pinto_tx,48363,TX,"Palo Pinto, TX",117664,121270,121110,124727,408535,404928,447563,375099,329632,337452,360666,365943,855832,863649,929339,865770,23321,23738,25580,27602,29816,33336,30602,31453,33120,34818,34974,36927,36761,36389,36987,27294,27276,27511,27859,27679,27916,28071,28082,28052,27856,27872,28016,27956,28132,28570,636525,647472,703740,768956,825289,930621,859027,883254,929077,969900,974805,1034553,1027699,1023702,1056710
0,0,panola_tx,48365,TX,"Panola, TX",88440,91668,93893,97373,425854,518198,583037,471291,400074,415106,475890,519357,914368,1024971,1152821,1088022,23035,24495,25676,28201,31161,37668,32788,35264,36267,38219,40687,43351,41527,38570,40411,23021,22892,23140,23456,23351,23537,23678,23770,24004,23987,23786,23741,23660,23440,23243,530297,560740,594153,661485,727629,886599,776358,838232,870552,916768,967778,1029195,982522,904074,939265
0,0,parker_tx,48367,TX,"Parker, TX",327973,344504,360590,385585,1062566,1260932,1289762,1175437,1537798,1684005,1945155,2003070,2928337,3289441,3595508,3564091,30646,30666,33113,35862,37547,40598,39198,39448,41793,45062,46682,48905,49386,50704,51930,97041,99320,101891,105387,109408,112911,115802,117315,118312,119477,119797,122127,125568,128861,133463,2973903,3045730,3373947,3779414,4107938,4583916,4539168,4627809,4944637,5383894,5592312,5972671,6201264,6533792,6930693
0,0,parmer_tx,48369,TX,"Parmer, TX",47297,49201,50262,51534,467842,736018,747536,966604,84240,88009,91420,103491,599378,873228,889219,1121629,27015,24677,27786,26397,29801,31209,29240,37048,44150,41636,40970,49665,59603,42030,47274,10155,10168,10099,10035,10075,9994,10082,10261,10260,10156,9961,9934,9800,9818,9842,274335,250917,280613,264896,300244,311900,294797,380150,452979,422854,408101,493371,584106,412648,465271
0,0,pecos_tx,48371,TX,"Pecos, TX",124056,132451,138576,143482,239711,216034,237874,182456,295067,278757,326855,341082,658833,627243,703305,667020,18117,18111,19036,19937,23644,29644,25955,27889,28801,30395,31656,33937,33342,32432,33461,15709,15554,15385,15403,15321,15251,15490,15519,15639,15568,15656,15837,16017,15877,15634,284601,281696,292863,307083,362256,452097,402037,432807,450425,473194,495602,537456,534046,514927,523131
Rita,Harvey,polk_tx,48373,TX,"Polk, TX",178761,184353,188950,195238,219520,216664,199806,172596,438484,489331,498146,532319,836765,890348,886903,900153,24557,24807,26050,27933,29904,31332,31816,32688,34525,36905,36806,37441,37888,38214,38210,44779,45315,45472,45495,45727,45794,45537,45445,45580,45512,45532,45825,46614,47735,49162,1099626,1124107,1184553,1270823,1367416,1434796,1448794,1485513,1573647,1679628,1675849,1715730,1766129,1824129,1878484
0,0,potter_tx,48375,TX,"Potter, TX",1117308,1153346,1182131,1239287,2059317,2349518,2318486,1746025,4862373,4850875,5030919,5131580,8038998,8353739,8531536,8116891,25781,24259,25842,27352,29026,32875,31767,34706,37935,38702,39163,41337,40543,40584,40456,117067,117682,118771,119780,119537,119740,120118,121382,122313,122704,122088,121934,121129,120542,120458,3018085,2854803,3069322,3276261,3469624,3936411,3815830,4212629,4639907,4748907,4781326,5040369,4910970,4892119,4873222
0,0,presidio_tx,48377,TX,"Presidio, TX",92782,90568,86889,87694,86765,115267,94120,103668,43304,46231,49244,51938,222852,252066,230253,243299,18268,17941,17947,18466,20234,21448,24223,25524,28860,33019,37022,38243,39564,39794,39183,7583,7561,7719,7638,7712,7683,7593,7874,7756,7616,7389,7188,7054,7166,7156,138527,135653,138533,141045,156043,164787,183925,200975,223841,251469,273552,274889,279086,285167,280390
0,0,rains_tx,48379,TX,"Rains, TX",26172,27074,27294,28722,39313,39875,40985,38169,66349,73423,79436,82262,131834,140372,147715,149152,20582,21103,22434,24172,25578,26565,26862,27714,27966,28638,29010,30504,31656,32695,32379,10290,10446,10589,10830,10994,11022,10956,10911,11000,10933,11026,11005,11129,11307,11762,211787,220446,237553,261781,281201,292804,294297,302383,307623,313102,319866,335693,352295,369683,380846
0,0,randall_tx,48381,TX,"Randall, TX",260199,278523,283819,299649,610659,763500,756081,765273,1940232,2035356,2155711,2258329,2811090,3077379,3195611,3323250,29135,30935,32463,34653,36305,39339,37853,39974,40920,42155,42004,44138,45739,45980,46718,107607,109441,111113,112464,114782,116518,119084,121181,123437,124986,126746,128708,130406,132457,134442,3135083,3385572,3607036,3897254,4167141,4583663,4507705,4844116,5051078,5268762,5323866,5680880,5964648,6090312,6280865
0,0,reagan_tx,48383,TX,"Reagan, TX",21504,23225,25597,28377,139532,154969,164471,111859,70679,71744,93832,107584,231715,249938,283900,247821,26148,24612,28726,30228,33359,36158,31380,36127,42111,45966,51847,52179,42811,38685,40496,3130,3161,3143,3160,3260,3339,3377,3352,3391,3475,3630,3788,3809,3738,3710,81842,77797,90287,95519,108751,120733,105970,121098,142800,159731,188205,197653,163069,144604,150241
0,0,real_tx,48385,TX,"Real, TX",10635,10933,10556,11062,9203,8963,10794,11841,23163,29696,33731,39281,43001,49592,55081,62184,20945,20936,20845,20392,21211,23554,23568,24791,25501,28220,31351,32675,34991,33284,34198,3123,3138,3154,3264,3308,3241,3274,3322,3431,3353,3319,3348,3297,3397,3429,65412,65698,65744,66560,70165,76337,77160,82356,87493,94622,104053,109395,115365,113066,117264
0,0,red river_tx,48387,TX,"Red River, TX",39961,39984,39482,41433,66533,73493,74371,73826,76156,81675,84401,68738,182650,195152,198254,183996,21380,22024,23044,24462,26608,28163,28566,29916,31972,32551,32895,35227,37147,39267,39414,13703,13584,13444,13237,13072,12922,12835,12877,12684,12729,12496,12458,12363,12217,12229,292973,299179,309803,323800,347824,363922,366643,385224,405529,414344,411051,438861,459244,479719,481992
0,0,reeves_tx,48389,TX,"Reeves, TX",104907,109006,113111,123617,69025,80859,113393,109746,138567,155540,190756,204904,312500,345405,417260,438267,17330,17394,18340,19284,19870,21813,21420,22312,24848,25861,27661,31528,31273,30247,32859,12910,12721,12675,12747,13039,13211,13550,13831,13799,13959,14189,14509,14906,15069,15281,223734,221275,232456,245808,259091,288169,290246,308601,342883,360989,392482,457435,466161,455790,502123
0,Harvey,refugio_tx,48391,TX,"Refugio, TX",41742,44276,46487,49066,169763,190419,183529,113563,84585,101974,112775,110753,296090,336670,342791,273381,27487,28054,29132,29084,31002,35104,31965,34898,40911,42783,46296,45822,43574,38810,41496,7563,7630,7601,7548,7414,7430,7410,7375,7319,7252,7273,7354,7320,7293,7224,207886,214049,221435,219525,229847,260826,236860,257372,299427,310262,336712,336975,318961,283039,299764
0,0,roberts_tx,48393,TX,"Roberts, TX",5100,5556,5886,6360,11084,16771,16710,18135,5603,3585,19328,38540,21787,25912,41924,63035,30410,33665,34030,37620,40529,40217,30467,31221,39719,43035,46625,48453,44698,38478,39397,825,841,855,849,887,904,929,924,926,942,919,914,910,916,938,25088,28312,29096,31939,35949,36356,28304,28848,36780,40539,42848,44286,40675,35246,36954
0,0,robertson_tx,48395,TX,"Robertson, TX",63298,64384,65824,69317,125132,160006,151811,155831,771807,853356,932580,897306,960237,1077746,1150215,1122455,24474,25153,25659,27124,29565,32556,31384,33215,33727,35444,37831,39344,39655,38785,39350,16074,16260,16509,16581,16546,16535,16604,16554,16654,16448,16425,16460,16688,16858,17203,393391,408992,423597,449744,489179,538306,521095,549836,561691,582983,621377,647609,661770,653843,676946
0,0,rockwall_tx,48397,TX,"Rockwall, TX",237967,248031,258236,277217,388969,427132,403712,437144,1296275,1581420,1991513,2523047,1923212,2256583,2653461,3237408,33987,36216,38257,41072,42899,45494,44331,45518,47137,50063,50653,52435,54900,56842,58717,53397,56477,60349,66117,70851,73929,76654,78904,81034,82710,84704,87037,90121,93419,96788,1814807,2045385,2308760,2715546,3039467,3363289,3398156,3591545,3819690,4140733,4290513,4563795,4947606,5310159,5683109
0,0,runnels_tx,48399,TX,"Runnels, TX",46696,48332,48616,53147,122398,124566,120115,107271,75723,83116,85842,91135,244817,256013,254573,251553,22607,24106,24397,25257,28657,29824,29657,31082,33274,33443,36551,38080,38622,38290,39215,10815,10774,10842,10587,10506,10444,10392,10507,10494,10327,10185,10266,10356,10255,10266,244491,259714,264514,267396,301075,311478,308196,326576,349181,345371,372267,390931,399971,392659,402578
0,0,rusk_tx,48401,TX,"Rusk, TX",142602,148371,157421,164178,749901,685802,641559,550284,1438785,1524897,1465041,1330742,2331288,2359071,2264021,2045203,23215,23231,24263,25918,27863,30840,29121,30263,32318,33967,34590,36305,35600,34619,35508,48540,49160,49703,50415,51278,52195,52799,53358,53680,53778,53336,53173,52930,52856,52833,1126860,1142039,1205945,1306681,1428760,1609698,1537550,1614794,1734830,1826661,1844873,1930422,1884285,1829808,1876004
Rita,Harvey,sabine_tx,48403,TX,"Sabine, TX",27693,29378,30800,33667,138955,117993,110827,101035,56843,64033,68452,71917,223491,211404,210079,206619,23137,23689,24739,26379,27777,30115,28801,29018,30146,31444,30807,32205,33520,34212,35371,10482,10498,10445,10583,10541,10565,10721,10870,10725,10522,10423,10428,10447,10385,10461,242519,248686,258395,279173,292797,318162,308779,315428,323319,330851,321103,335833,350188,355295,370018
Rita,0,san augustine_tx,48405,TX,"San Augustine, TX",24963,25714,25450,25991,31207,40624,38699,44526,58424,60496,64233,65011,114594,126835,128381,135528,20136,20531,21473,21652,23176,24827,25694,28412,29155,30258,30933,33876,36371,36077,38277,9034,9085,9060,9128,9048,9039,8938,8857,8793,8789,8664,8473,8340,8283,8253,181912,186523,194541,197642,209698,224409,229652,251646,256362,265934,268003,287032,303335,298823,315897
Rita,Harvey,san jacinto_tx,48407,TX,"San Jacinto, TX",51560,52699,55465,57870,53179,50658,52248,45988,97173,106254,112445,162140,201912,209611,220159,265998,19989,21164,22976,24555,25282,27070,26065,26424,27931,30165,30629,32364,32374,33290,33712,24100,24756,25014,25151,25719,25889,26086,26474,26781,26946,26737,27056,27361,27757,28270,481737,523933,574730,617580,650215,700809,679926,699559,748031,812837,818934,875628,885779,924030,953050
0,Harvey,san patricio_tx,48409,TX,"San Patricio, TX",395205,421648,431561,432530,1036913,1035954,1020295,864164,918481,964693,1005751,1066429,2350600,2422294,2457607,2363122,23533,24228,25426,27357,29972,32274,31891,34540,37445,39152,40764,42096,41909,41665,42852,66440,66990,67232,67022,66723,66417,65751,64430,64455,65265,66134,66638,67084,67262,67215,1563515,1623058,1709462,1833513,1999823,2143510,2096833,2225428,2413508,2555229,2695864,2805202,2811411,2802494,2880303
0,0,san saba_tx,48411,TX,"San Saba, TX",29083,30451,30754,32286,39860,38315,44563,45259,45281,47336,49960,55087,114225,116102,125278,132632,21761,21998,22781,22794,23755,23596,24855,26700,29275,28722,30828,31342,33982,36955,36596,5981,6045,5982,5985,5985,5965,6026,6135,6037,5965,5690,5816,5917,5872,5959,130154,132978,136277,136422,142176,140750,149778,163807,176731,171327,175414,182286,201071,216999,218077
0,0,schleicher_tx,48413,TX,"Schleicher, TX",14447,15341,15454,16134,69000,73622,80017,63113,24938,24976,26794,30431,108385,113939,122264,109678,24229,24119,24768,27633,29409,33810,31151,28635,36875,36623,45279,46491,42522,39909,35836,2958,2991,3071,3085,3198,3255,3311,3503,3307,3258,3189,3163,3193,3064,3001,71670,72141,76062,85247,94050,110051,103141,100307,121946,119317,144396,147052,135772,122281,107545
0,0,scurry_tx,48415,TX,"Scurry, TX",104841,112834,120615,127736,567171,746411,803802,585221,405859,392929,401364,396895,1077871,1252174,1325781,1109852,26137,28879,31509,29987,31953,38231,33045,36727,42010,43744,48118,49266,44646,37915,37542,15931,16118,16085,16232,16431,16478,16806,16932,16876,17102,17265,17399,17588,17430,17050,416388,465465,506822,486750,525016,629967,555350,621869,708968,748109,830762,857172,785230,660856,640096
0,0,shackelford_tx,48417,TX,"Shackelford, TX",13736,14083,14355,15449,537938,721301,840730,490631,115200,119979,129977,123209,666874,855362,985062,629289,38337,38911,48181,55953,50203,85059,57628,74157,98649,105369,127212,152459,106883,82895,77918,3349,3290,3286,3287,3357,3314,3362,3386,3338,3365,3379,3324,3345,3364,3328,128389,128018,158323,183916,168531,281885,193747,251097,329292,354566,429850,506775,357523,278858,259311
Rita,0,shelby_tx,48419,TX,"Shelby, TX",83664,86976,90039,92780,385591,460250,457523,472124,259733,268655,325745,383148,728988,815881,873307,948052,23659,24207,24980,25224,27088,28677,28788,33574,32163,34486,34700,38163,39591,35719,38554,25407,25212,25299,25324,25433,25381,25520,25457,25730,26059,25984,25667,25503,25777,25513,601095,610310,631963,638762,688936,727862,734670,854690,827546,898675,901655,979530,1009687,920730,983636
0,0,sherman_tx,48421,TX,"Sherman, TX",16794,16918,16908,17755,134435,214021,173397,203251,24686,25808,28556,27970,175915,256747,218861,248976,33404,34068,39698,33699,38754,36146,34049,46377,63572,63243,60857,62752,83495,56207,64897,3113,3045,2970,2946,2969,3035,3018,3025,3014,3037,3069,3068,3060,3075,3067,103987,103736,117902,99276,115061,109702,102759,140289,191606,192068,186769,192523,255494,172835,199039
0,0,smith_tx,48423,TX,"Smith, TX",922998,956701,982006,1048885,5019040,5917314,6150392,3843727,5863626,6221012,6622730,6871530,11805664,13095027,13755129,11764142,29444,30799,33936,36313,36633,42700,38838,42129,47129,47714,48949,51358,47519,46765,47200,184254,187300,191362,196124,199953,203263,207111,210398,212653,214707,216426,219517,222410,225305,227727,5425113,5768612,6494115,7121807,7324890,8679258,8043696,8863787,10022147,10244634,10593764,11273857,10568786,10536401,10748612
0,0,somervell_tx,48425,TX,"Somervell, TX",55319,59307,60205,60211,34753,39091,54462,63905,1188924,1217439,1164546,1230669,1278996,1315837,1279213,1354784,26290,26472,27865,29580,32377,34921,34261,36131,38786,39526,40574,42284,41996,43209,44871,7400,7502,7629,7853,7996,8233,8415,8497,8419,8545,8559,8553,8613,8680,8845,194543,198594,212581,232291,258887,287508,288306,307001,326537,337751,347275,361657,361713,375056,396882
0,0,starr_tx,48427,TX,"Starr, TX",362474,395076,421631,453266,128246,129046,119399,105900,362854,371893,383161,433314,853574,896015,924192,992480,14280,14478,15529,16735,17782,19613,20183,21725,22568,23041,23523,24391,24857,24854,24981,56704,57857,58284,59050,59529,59763,60384,61145,61582,61823,62290,62914,63512,63931,64454,809752,837654,905097,988180,1058565,1172127,1218701,1328353,1389759,1424444,1465232,1534536,1578706,1588948,1610124
0,0,stephens_tx,48429,TX,"Stephens, TX",44775,44129,45366,46049,489739,558145,527607,270269,100773,113147,117486,119989,635287,715422,690460,436307,28645,29499,36049,41616,37833,61226,42319,47277,55346,52591,55868,57296,43736,38371,37189,9407,9327,9409,9450,9513,9556,9675,9616,9526,9601,9361,9338,9383,9408,9337,269459,275135,339185,393275,359906,585075,409440,454617,527230,504924,522980,535034,410373,360994,347238
0,0,sterling_tx,48431,TX,"Sterling, TX",7400,8429,9552,10039,45109,50241,47206,42257,150960,154575,164265,135530,203468,213246,221024,187826,27784,27091,29226,33402,35771,38989,36584,36270,46860,56212,63147,66229,53715,51448,52080,1285,1261,1198,1124,1152,1169,1160,1137,1169,1187,1226,1335,1331,1351,1295,35702,34162,35013,37544,41208,45578,42438,41239,54779,66724,77418,88416,71495,69506,67444
0,0,stonewall_tx,48433,TX,"Stonewall, TX",13471,13018,13815,15143,69577,114766,107624,126604,17878,20462,21531,20656,100926,148246,142970,162403,29767,30222,32559,31345,31694,31156,32350,34624,46107,41501,45645,51871,53307,47039,48863,1452,1427,1393,1425,1439,1443,1433,1496,1463,1452,1418,1387,1399,1402,1388,43222,43127,45355,44666,45608,44958,46358,51797,67455,60260,64725,71945,74576,65948,67822
0,0,sutton_tx,48435,TX,"Sutton, TX",27733,29363,30290,31383,189199,204517,235919,135187,205219,213425,230192,250191,422151,447304,496400,416761,31729,32720,34792,40286,40219,48204,42453,47559,72916,61401,67772,79143,64404,54472,58599,4029,4124,4203,4299,4314,4321,4272,4062,3988,3914,3981,3959,3896,3865,3767,127835,134938,146231,173190,173506,208289,181358,193185,290789,240322,269800,313327,250919,210533,220744
0,0,swisher_tx,48437,TX,"Swisher, TX",43083,45369,47174,47523,141420,235751,205008,248425,54623,53954,57328,61037,239126,335073,309510,356986,27377,28140,33031,27539,29122,29899,31077,35487,39948,34257,35388,40323,47348,39614,44632,8062,8004,7910,7901,7855,7802,7680,7913,7800,7842,7717,7552,7481,7440,7515,220716,225231,261279,217582,228751,233270,238668,280811,311594,268645,273089,304521,354207,294730,335407
0,0,tarrant_tx,48439,TX,"Tarrant, TX",8927562,9315585,9631534,10177877,26805541,32088155,35404607,28954130,58425480,60539014,64206491,69364224,94158583,101942754,109242632,108496231,31730,33094,35950,38551,39377,42585,39035,40068,41401,43933,44130,47772,47661,46978,47525,1553086,1580595,1612048,1662005,1707157,1745602,1784078,1817417,1847875,1882399,1913133,1945378,1983642,2021746,2054475,49280039,52307993,57952877,64071252,67222800,74335616,69640715,72820809,76504555,82699478,84425821,92934997,94542394,94978220,97639160
0,0,taylor_tx,48441,TX,"Taylor, TX",1106970,1104286,1127188,1146676,1278348,1501278,1752941,1153737,3363047,3426779,3583524,3730315,5748366,6032343,6463653,6030728,27346,28421,29859,31887,33208,37144,35020,36333,38292,40011,41140,44340,42858,42589,43329,125542,126702,127248,127838,128503,128903,130247,131835,132858,134095,133893,134794,135915,135962,136290,3433019,3600996,3799551,4076330,4267356,4788004,4561213,4789964,5087376,5365308,5508408,5976757,5825054,5790500,5905276
0,0,terrell_tx,48443,TX,"Terrell, TX",17284,17132,16899,16768,7886,5973,4088,3528,10914,10988,9452,9089,36084,34092,30439,29385,29128,30239,30966,32992,37081,40466,39538,34433,42982,39861,52896,49346,49906,51687,48058,995,939,942,921,886,884,930,1011,950,921,891,907,864,818,810,28982,28394,29170,30386,32854,35772,36770,34812,40833,36712,47130,44757,43119,42280,38927
0,0,terry_tx,48445,TX,"Terry, TX",66101,68627,71734,73176,167141,172260,187481,197070,122385,135637,149908,161735,355627,376524,409124,431981,25288,26483,28553,26309,28802,27536,28159,32432,29347,30588,34063,30534,31389,28931,32649,12534,12532,12417,12448,12424,12394,12550,12680,12645,12610,12695,12782,12755,12826,12715,316955,331880,354545,327492,357835,341278,353393,411235,371097,385717,432427,390289,400361,371072,415134
0,0,throckmorton_tx,48447,TX,"Throckmorton, TX",9232,9131,9716,9844,55166,58095,53457,33139,11414,11076,9687,9392,75812,78302,72860,52375,35488,39216,37822,37556,37888,44350,37655,42054,46795,49840,48916,48949,43309,35728,33732,1702,1652,1695,1710,1653,1635,1654,1639,1637,1610,1606,1612,1559,1548,1527,60400,64785,64108,64220,62629,72513,62281,68927,76604,80243,78559,78906,67518,55307,51509
0,0,titus_tx,48449,TX,"Titus, TX",184892,187892,188192,195884,623252,618087,577467,594132,1234383,1234434,1170590,1024421,2042527,2040413,1936250,1814437,24096,24383,24907,25893,25997,26534,26025,27810,28605,29246,29447,31564,33101,32644,33406,28947,29461,28803,29541,30231,30963,31749,32414,32423,32634,32623,32460,32720,32615,32904,697511,718344,717398,764904,785910,821564,826255,901438,927472,954427,960648,1024564,1083065,1064680,1099197
0,0,tom green_tx,48451,TX,"Tom Green, TX",892957,883513,886320,909505,991926,1024727,1293153,1001209,2573912,2707744,2883304,3040204,4458796,4615983,5062778,4950918,28040,28350,30380,31683,33142,37708,35207,36730,38415,40291,40738,44167,42705,41986,42688,104330,104744,104974,106125,106680,107639,108879,110677,111753,113318,114722,116401,117598,117792,118019,2925413,2969509,3189161,3362345,3535621,4058847,3833283,4065123,4293047,4565696,4673510,5141074,5022058,4945559,5038013
0,0,travis_tx,48453,TX,"Travis, TX",10423516,10980612,11352629,11963573,17386325,18900378,19816168,18942362,52851724,56433473,59895992,64217122,80661565,86314464,91064790,95123056,38332,37455,39863,42814,43364,45906,42713,44687,48649,53419,53989,57386,58483,59788,62205,856315,870809,891266,925151,955399,980699,1006503,1030522,1061687,1096535,1121960,1151387,1178292,1204582,1226698,32824483,32615775,35528806,39609865,41429866,45019774,42990575,46050515,51649527,58575379,60573380,66073760,68910056,72020114,76306161
Rita,0,trinity_tx,48455,TX,"Trinity, TX",35024,35803,36885,37837,31959,39856,42700,37720,87456,89464,95065,97730,154439,165124,174650,173288,20946,21248,21732,23488,25342,27008,27156,27551,28760,29881,31387,32632,32943,34006,34383,14156,14246,14395,14376,14425,14380,14472,14729,14687,14370,14441,14276,14507,14513,14667,296507,302702,312829,337670,365556,388371,393006,405806,422394,429383,453257,465856,477898,493525,504293
Rita,Harvey,tyler_tx,48457,TX,"Tyler, TX",103309,104644,106518,112449,46093,41628,52965,50280,107944,112946,122017,129961,257346,259218,281500,292691,20250,20361,21758,23011,23945,25594,25353,26068,27238,27979,28502,30057,31047,31293,31551,20823,21038,20935,21034,21279,21570,21737,21762,21660,21484,21495,21448,21364,21434,21539,421676,428362,455505,484013,509527,552064,551106,567281,589982,601092,612656,644667,663289,670737,679576
0,0,upshur_tx,48459,TX,"Upshur, TX",101276,105797,109300,114005,178879,186503,195215,175044,324626,363121,395609,384127,604782,655421,700124,673177,21908,22143,23734,25022,26791,29092,28823,30611,31776,33359,34091,35377,35622,34305,34783,37232,37530,37957,38004,38275,38706,39084,39380,39733,39920,39757,40245,40381,40864,41281,815695,831011,900864,950938,1025420,1126029,1126504,1205478,1262537,1331685,1355361,1423747,1438459,1401836,1435877
0,0,upton_tx,48461,TX,"Upton, TX",29706,34506,37983,36730,156153,174207,203048,150733,88712,95908,104056,94716,274571,304621,345087,282178,25186,26610,29698,30745,35930,40504,35054,37712,40325,43103,49417,51037,45744,37877,39222,3202,3168,3117,3174,3123,3231,3327,3338,3282,3261,3384,3479,3650,3697,3663,80647,84301,92569,97586,112210,130870,116625,125883,132346,140560,167226,177559,166965,140033,143669
0,0,uvalde_tx,48463,TX,"Uvalde, TX",188145,199490,204366,210702,221103,246868,238935,193791,398739,442797,492462,515242,807987,889155,935764,919735,22043,22898,23397,24276,25361,27066,27418,30036,33496,37085,36731,38381,38347,36640,36797,26258,26205,26368,26301,26217,26206,26223,26438,26565,26715,26848,27062,26925,27106,27132,578810,600055,616933,638470,664898,709282,718986,794084,889833,990723,986144,1038676,1032480,993154,998375
0,0,val verde_tx,48465,TX,"Val Verde, TX",594036,584557,600154,627366,176730,164760,176346,221715,679380,638161,659093,680767,1450146,1387478,1435593,1529848,22173,21979,23416,24825,26209,27771,28178,29758,30979,32103,31686,33192,34124,34386,34732,46184,46941,47108,47401,47676,47882,48463,48977,48950,48923,49010,48808,48906,48953,49205,1024016,1031711,1103063,1176750,1249528,1329709,1365599,1457470,1516417,1570591,1552925,1620058,1668859,1683295,1709010
0,0,van zandt_tx,48467,TX,"Van Zandt, TX",135309,138213,140482,148319,254176,275824,286208,280419,384208,408410,429506,439209,773693,822447,856196,867947,23725,24055,25089,26142,27701,28888,29361,29640,30869,32490,33181,34154,35080,35821,36649,50293,51366,51579,52194,52151,52470,52359,52588,52491,52192,52317,52750,53410,54377,55182,1193177,1235618,1294087,1364440,1444620,1515745,1537323,1558686,1620346,1695700,1735906,1801612,1873620,1947853,2022347
0,Harvey,victoria_tx,48469,TX,"Victoria, TX",417687,435857,452023,484072,1672259,1879926,2085020,1640764,2335560,2523939,2721222,2887720,4425506,4839722,5258265,5012556,28536,29540,32003,34727,35560,38529,34669,36872,39235,42237,43426,45971,44886,42056,42484,84674,84718,84453,84528,85261,85762,86635,86883,87530,89067,90058,90988,92082,92379,92084,2416229,2502585,2702724,2935395,3031855,3304317,3003584,3203544,3434233,3761910,3910814,4182799,4133167,3885107,3912142
Rita,Harvey,walker_tx,48471,TX,"Walker, TX",833700,881338,920855,952980,210901,223583,234858,204211,676855,680615,713060,753365,1721456,1785537,1868773,1910556,18128,17674,18200,19001,20091,21889,21693,22147,23050,23762,24652,26066,26456,27024,27302,63609,64551,65676,65591,65517,65726,66748,68241,68408,68596,69426,70001,70718,71701,72245,1153125,1140894,1195307,1246276,1316333,1438675,1447968,1511305,1576790,1629994,1711483,1824644,1870941,1937669,1972461
0,Harvey,waller_tx,48473,TX,"Waller, TX",256143,272497,276798,293775,651018,696105,767297,740064,643176,721856,798561,823858,1550337,1690458,1842656,1857697,22669,24202,26606,29209,29867,32717,31303,31645,32909,34460,35751,37733,36567,37484,37508,36333,36850,37242,38260,39809,40578,42087,43513,44088,44353,45413,46798,48639,50058,51307,823646,891848,990869,1117555,1188975,1327571,1317453,1376948,1450888,1528424,1623542,1765842,1778606,1876397,1924416
0,0,ward_tx,48475,TX,"Ward, TX",49333,53135,55488,57465,315402,344430,364348,296058,246791,255737,300437,291157,611527,653301,720274,644680,22238,22549,23917,27412,30853,35711,31460,32702,37708,42529,42967,44406,41063,37527,41579,10237,10189,10232,10301,10275,10588,10734,10593,10672,10825,11211,11578,11639,11589,11472,227655,229754,244718,282366,317013,378104,337692,346416,402419,460378,481701,514133,477936,434899,476994
0,0,washington_tx,48477,TX,"Washington, TX",186037,194184,202670,210984,554645,591390,851582,1080301,635874,699785,721549,735333,1376555,1485359,1775801,2026618,38519,36513,36552,36923,38533,41529,40817,42591,45449,46505,48473,50521,49228,48238,47741,30995,31330,31710,32199,32434,32869,33459,33708,33957,33911,34191,34411,34869,34821,35043,1193892,1143937,1159071,1188893,1249778,1365016,1365683,1435673,1543296,1577037,1657332,1738494,1716523,1679690,1673002
